pair_id,prompt_id,prompt_family,seed_index,baseline_band_distance,baseline_target_band_hit,guided_band_distance,delta_band_distance,positive_guidance,neutral_guidance,guided_target_band_hit,synthetic,scientific_evidence,qualification_result,production_authorization,mock_seed
p23_rhodes_bass__v05__s03,p23_rhodes_bass__v05,p23_rhodes_bass,3,0.4560380379166965,False,0.2952025450987985,-0.160835492817898,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v05__s04,p23_rhodes_bass__v05,p23_rhodes_bass,4,0.4941539377857064,False,0.5827816344746896,0.08862769668898318,False,False,False,True,False,False,False,20260915
p23_rhodes_bass__v05__s05,p23_rhodes_bass__v05,p23_rhodes_bass,5,0.8696520212793063,False,0.699568074662611,-0.17008394661669535,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v05__s06,p23_rhodes_bass__v05,p23_rhodes_bass,6,0.5519908589177523,False,0.47339502839827896,-0.07859583051947339,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v05__s07,p23_rhodes_bass__v05,p23_rhodes_bass,7,0.32102262159560213,False,0.18112491995558272,-0.1398977016400194,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v06__s00,p23_rhodes_bass__v06,p23_rhodes_bass,0,0.0,True,0.0,0.0,False,True,True,True,False,False,False,20260915
p23_rhodes_bass__v06__s01,p23_rhodes_bass__v06,p23_rhodes_bass,1,0.22495331388282336,False,0.07873365985898817,-0.1462196540238352,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v06__s02,p23_rhodes_bass__v06,p23_rhodes_bass,2,0.4454479843796002,False,0.3530030725500367,-0.09244491182956349,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v06__s03,p23_rhodes_bass__v06,p23_rhodes_bass,3,0.7852835780499733,False,0.6992504361437712,-0.08603314190620204,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v06__s04,p23_rhodes_bass__v06,p23_rhodes_bass,4,0.16,False,0.055999999999999994,-0.10400000000000001,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v06__s05,p23_rhodes_bass__v06,p23_rhodes_bass,5,0.3821712618447617,False,0.28038223947376173,-0.10178902237099996,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v06__s06,p23_rhodes_bass__v06,p23_rhodes_bass,6,0.21450131690783655,False,0.0,-0.21450131690783655,True,False,True,True,False,False,False,20260915
p23_rhodes_bass__v06__s07,p23_rhodes_bass__v06,p23_rhodes_bass,7,0.4847828188294909,False,0.6119114796222114,0.12712866079272045,False,False,False,True,False,False,False,20260915
p23_rhodes_bass__v07__s00,p23_rhodes_bass__v07,p23_rhodes_bass,0,0.8649090243268929,False,0.7682589914844897,-0.09665003284240314,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v07__s01,p23_rhodes_bass__v07,p23_rhodes_bass,1,0.8487039785041296,False,0.7317387812093609,-0.11696519729476873,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v07__s02,p23_rhodes_bass__v07,p23_rhodes_bass,2,0.38796415822344865,False,0.21895353296798778,-0.16901062525546087,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v07__s03,p23_rhodes_bass__v07,p23_rhodes_bass,3,0.6721270500418441,False,0.5277207425430394,-0.1444063074988048,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v07__s04,p23_rhodes_bass__v07,p23_rhodes_bass,4,0.4563154727835565,False,0.36900835480270655,-0.08730711798084995,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v07__s05,p23_rhodes_bass__v07,p23_rhodes_bass,5,0.0,True,0.0,0.0,False,True,True,True,False,False,False,20260915
p23_rhodes_bass__v07__s06,p23_rhodes_bass__v07,p23_rhodes_bass,6,1.1414096044488289,False,1.2092832416566097,0.06787363720778083,False,False,False,True,False,False,False,20260915
p23_rhodes_bass__v07__s07,p23_rhodes_bass__v07,p23_rhodes_bass,7,1.0216559253924744,False,0.7666752105512156,-0.25498071484125884,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v08__s00,p23_rhodes_bass__v08,p23_rhodes_bass,0,1.2515912546219172,False,0.0,-1.2515912546219172,True,False,True,True,False,False,False,20260915
p23_rhodes_bass__v08__s01,p23_rhodes_bass__v08,p23_rhodes_bass,1,0.5577768956181991,False,0.3995296027247952,-0.1582472928934039,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v08__s02,p23_rhodes_bass__v08,p23_rhodes_bass,2,0.0,True,0.0,0.0,False,True,True,True,False,False,False,20260915
p23_rhodes_bass__v08__s03,p23_rhodes_bass__v08,p23_rhodes_bass,3,0.21068802743054016,False,0.13178174922969882,-0.07890627820084134,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v08__s04,p23_rhodes_bass__v08,p23_rhodes_bass,4,0.5243446027252112,False,0.6157677419541149,0.09142313922890366,False,False,False,True,False,False,False,20260915
p23_rhodes_bass__v08__s05,p23_rhodes_bass__v08,p23_rhodes_bass,5,1.35,False,1.2843495719568585,-0.06565042804314158,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v08__s06,p23_rhodes_bass__v08,p23_rhodes_bass,6,0.6311678801810494,False,0.5235479775443346,-0.10761990263671484,True,False,False,True,False,False,False,20260915
p23_rhodes_bass__v08__s07,p23_rhodes_bass__v08,p23_rhodes_bass,7,0.3393590023004688,False,0.19217811760923556,-0.14718088469123322,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v01__s00,p28_flowing_texture__v01,p28_flowing_texture,0,0.0,True,0.0,0.0,False,True,True,True,False,False,False,20260915
p28_flowing_texture__v01__s01,p28_flowing_texture__v01,p28_flowing_texture,1,0.30006947348335905,False,0.0,-0.30006947348335905,True,False,True,True,False,False,False,20260915
p28_flowing_texture__v01__s02,p28_flowing_texture__v01,p28_flowing_texture,2,0.5331164324238712,False,0.5846226738665892,0.05150624144271798,False,False,False,True,False,False,False,20260915
p28_flowing_texture__v01__s03,p28_flowing_texture__v01,p28_flowing_texture,3,0.3332493855632022,False,0.11663728494712078,-0.21661210061608144,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v01__s04,p28_flowing_texture__v01,p28_flowing_texture,4,0.2821058227356072,False,0.17012934829850213,-0.11197647443710507,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v01__s05,p28_flowing_texture__v01,p28_flowing_texture,5,0.8514517328543715,False,0.6919505003496565,-0.15950123250471493,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v01__s06,p28_flowing_texture__v01,p28_flowing_texture,6,0.36349694855497333,False,0.3238190115370792,-0.03967793701789413,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v01__s07,p28_flowing_texture__v01,p28_flowing_texture,7,0.32949693612960035,False,0.39460534785081275,0.0651084117212124,False,False,False,True,False,False,False,20260915
p28_flowing_texture__v02__s00,p28_flowing_texture__v02,p28_flowing_texture,0,0.0,True,0.0,0.0,False,True,True,True,False,False,False,20260915
p28_flowing_texture__v02__s01,p28_flowing_texture__v02,p28_flowing_texture,1,0.5348218818951466,False,0.3865994314298267,-0.14822245046531984,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v02__s02,p28_flowing_texture__v02,p28_flowing_texture,2,1.35,False,1.4062293629296738,0.05622936292967373,False,False,False,True,False,False,False,20260915
p28_flowing_texture__v02__s03,p28_flowing_texture__v02,p28_flowing_texture,3,0.6484349775817801,False,0.47144378848366036,-0.17699118909811978,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v02__s04,p28_flowing_texture__v02,p28_flowing_texture,4,0.5878022266621329,False,0.6553391887046672,0.06753696204253434,False,False,False,True,False,False,False,20260915
p28_flowing_texture__v02__s05,p28_flowing_texture__v02,p28_flowing_texture,5,0.679749927121238,False,0.3957605437219949,-0.2839893833992432,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v02__s06,p28_flowing_texture__v02,p28_flowing_texture,6,0.6176240840530121,False,0.5052811323904391,-0.11234295166257291,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v02__s07,p28_flowing_texture__v02,p28_flowing_texture,7,0.9771435751695529,False,0.0,-0.9771435751695529,True,False,True,True,False,False,False,20260915
p28_flowing_texture__v03__s00,p28_flowing_texture__v03,p28_flowing_texture,0,0.49447203207157,False,0.4037511703485038,-0.0907208617230662,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v03__s01,p28_flowing_texture__v03,p28_flowing_texture,1,0.2747168944402746,False,0.0,-0.2747168944402746,True,False,True,True,False,False,False,20260915
p28_flowing_texture__v03__s02,p28_flowing_texture__v03,p28_flowing_texture,2,0.4104809637698865,False,0.28632226490404533,-0.12415869886584119,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v03__s03,p28_flowing_texture__v03,p28_flowing_texture,3,0.9795845428559634,False,0.889797706792038,-0.08978683606392546,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v03__s04,p28_flowing_texture__v03,p28_flowing_texture,4,0.0,True,0.0,0.0,False,True,True,True,False,False,False,20260915
p28_flowing_texture__v03__s05,p28_flowing_texture__v03,p28_flowing_texture,5,0.5519136927590546,False,0.46496297550088256,-0.086950717258172,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v03__s06,p28_flowing_texture__v03,p28_flowing_texture,6,0.46141835406702236,False,0.5528616123372333,0.09144325827021094,False,False,False,True,False,False,False,20260915
p28_flowing_texture__v03__s07,p28_flowing_texture__v03,p28_flowing_texture,7,0.8029435911816721,False,0.6455307398297715,-0.15741285135190064,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v04__s00,p28_flowing_texture__v04,p28_flowing_texture,0,0.6895574639077875,False,0.5156700843983922,-0.17388737950939526,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v04__s01,p28_flowing_texture__v04,p28_flowing_texture,1,0.0,True,0.0,0.0,False,True,True,True,False,False,False,20260915
p28_flowing_texture__v04__s02,p28_flowing_texture__v04,p28_flowing_texture,2,0.5271254262360987,False,0.4530049824067973,-0.07412044382930139,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v04__s03,p28_flowing_texture__v04,p28_flowing_texture,3,0.523096421107244,False,0.4624563284804693,-0.060640092626774666,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v04__s04,p28_flowing_texture__v04,p28_flowing_texture,4,0.49745288874988064,False,0.3810252907024414,-0.11642759804743924,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v04__s05,p28_flowing_texture__v04,p28_flowing_texture,5,0.442306324671064,False,0.6235978077176246,0.18129148304656062,False,False,False,True,False,False,False,20260915
p28_flowing_texture__v04__s06,p28_flowing_texture__v04,p28_flowing_texture,6,0.3915576653255572,False,0.21835778760065216,-0.17319987772490503,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v04__s07,p28_flowing_texture__v04,p28_flowing_texture,7,0.29676032740664376,False,0.1232861360183142,-0.17347419138832956,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v05__s00,p28_flowing_texture__v05,p28_flowing_texture,0,0.7369810264885678,False,0.6474511245487262,-0.08952990193984156,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v05__s01,p28_flowing_texture__v05,p28_flowing_texture,1,0.4758395552089974,False,0.5309954887283329,0.05515593351933551,False,False,False,True,False,False,False,20260915
p28_flowing_texture__v05__s02,p28_flowing_texture__v05,p28_flowing_texture,2,1.051951723713705,False,0.934463620054292,-0.11748810365941309,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v05__s03,p28_flowing_texture__v05,p28_flowing_texture,3,0.7787215242324091,False,0.6789617144582285,-0.09975980977418064,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v05__s04,p28_flowing_texture__v05,p28_flowing_texture,4,0.41693129668133394,False,0.4883985446498129,0.07146724796847898,False,False,False,True,False,False,False,20260915
p28_flowing_texture__v05__s05,p28_flowing_texture__v05,p28_flowing_texture,5,0.41610368724117097,False,0.2204148222220963,-0.19568886501907468,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v05__s06,p28_flowing_texture__v05,p28_flowing_texture,6,0.47830245271350663,False,0.39551706382195806,-0.08278538889154857,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v05__s07,p28_flowing_texture__v05,p28_flowing_texture,7,0.40706000793960717,False,0.3525694925923965,-0.054490515347210666,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v06__s00,p28_flowing_texture__v06,p28_flowing_texture,0,0.4829413736266466,False,0.5596306495121727,0.0766892758855261,False,False,False,True,False,False,False,20260915
p28_flowing_texture__v06__s01,p28_flowing_texture__v06,p28_flowing_texture,1,0.1896206041421114,False,0.11694683576750063,-0.07267376837461077,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v06__s02,p28_flowing_texture__v06,p28_flowing_texture,2,0.5631923292038953,False,0.3074827977742117,-0.25570953142968356,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v06__s03,p28_flowing_texture__v06,p28_flowing_texture,3,0.41020609269829644,False,0.2559878592416982,-0.15421823345659824,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v06__s04,p28_flowing_texture__v06,p28_flowing_texture,4,0.5333815732496682,False,0.6027973387289275,0.06941576547925932,False,False,False,True,False,False,False,20260915
p28_flowing_texture__v06__s05,p28_flowing_texture__v06,p28_flowing_texture,5,0.327601737143454,False,0.11640302683614137,-0.2111987103073126,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v06__s06,p28_flowing_texture__v06,p28_flowing_texture,6,0.28416403219167086,False,0.16793551388347844,-0.11622851830819242,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v06__s07,p28_flowing_texture__v06,p28_flowing_texture,7,0.33678950043240397,False,0.0,-0.33678950043240397,True,False,True,True,False,False,False,20260915
p28_flowing_texture__v07__s00,p28_flowing_texture__v07,p28_flowing_texture,0,0.2489365673933942,False,0.08712779858768796,-0.16180876880570624,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v07__s01,p28_flowing_texture__v07,p28_flowing_texture,1,0.36551759204248335,False,0.27156506881963405,-0.0939525232228493,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v07__s02,p28_flowing_texture__v07,p28_flowing_texture,2,0.38101579696844123,False,0.0,-0.38101579696844123,True,False,True,True,False,False,False,20260915
p28_flowing_texture__v07__s03,p28_flowing_texture__v07,p28_flowing_texture,3,0.825274937263497,False,0.67715561704706,-0.14811932021643703,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v07__s04,p28_flowing_texture__v07,p28_flowing_texture,4,0.28771732944704936,False,0.1614199817083089,-0.12629734773874046,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v07__s05,p28_flowing_texture__v07,p28_flowing_texture,5,0.5407470992648336,False,0.6622202336891738,0.12147313442434027,False,False,False,True,False,False,False,20260915
p28_flowing_texture__v07__s06,p28_flowing_texture__v07,p28_flowing_texture,6,0.7473654384676213,False,0.0,-0.7473654384676213,True,False,True,True,False,False,False,20260915
p28_flowing_texture__v07__s07,p28_flowing_texture__v07,p28_flowing_texture,7,0.7733798301048412,False,0.0,-0.7733798301048412,True,False,True,True,False,False,False,20260915
p28_flowing_texture__v08__s00,p28_flowing_texture__v08,p28_flowing_texture,0,0.5638803299438198,False,0.44979138069752916,-0.1140889492462906,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v08__s01,p28_flowing_texture__v08,p28_flowing_texture,1,0.5800877892062449,False,0.31849763039863754,-0.2615901588076074,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v08__s02,p28_flowing_texture__v08,p28_flowing_texture,2,0.46332960097643694,False,0.5932382090201066,0.12990860804366966,False,False,False,True,False,False,False,20260915
p28_flowing_texture__v08__s03,p28_flowing_texture__v08,p28_flowing_texture,3,0.4074926297862584,False,0.0,-0.4074926297862584,True,False,True,True,False,False,False,20260915
p28_flowing_texture__v08__s04,p28_flowing_texture__v08,p28_flowing_texture,4,0.5654294951937667,False,0.48102903609858544,-0.08440045909518129,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v08__s05,p28_flowing_texture__v08,p28_flowing_texture,5,0.572920726833841,False,0.0,-0.572920726833841,True,False,True,True,False,False,False,20260915
p28_flowing_texture__v08__s06,p28_flowing_texture__v08,p28_flowing_texture,6,0.41028347266225235,False,0.26774891776349674,-0.1425345548987556,True,False,False,True,False,False,False,20260915
p28_flowing_texture__v08__s07,p28_flowing_texture__v08,p28_flowing_texture,7,1.036709500933761,False,0.9458720801103493,-0.09083742082341173,True,False,False,True,False,False,False,20260915
