track_id,group,source_dataset,source_track_id,title,creator,artist_key,album_key,composer_key,subpool,duration_seconds,source_url,download_url,license_type,license_url,instrumental_evidence,split,relative_path,sha256,download_status,downloaded_at,error
classical_musopen_cd013009d6d8,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Beethoven String Quartet in B flat Major Op 18/String Quartet No. 6 in B Flat Major, Op. 18, No. 6 - I. Allegro con brio.m4a","String Quartet No. 6 in B Flat Major, Op. 18, No. 6 - I. Allegro con brio",Musopen Kickstarter Project performers,,beethoven_string_quartet_in_b_flat_major_op_18,beethoven,string_quartet,281.119,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FBeethoven%20String%20Quartet%20in%20B%20flat%20Major%20Op%2018%2FString%20Quartet%20No.%206%20in%20B%20Flat%20Major%2C%20Op.%2018%2C%20No.%206%20-%20I.%20Allegro%20con%20brio.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,discovery,classical_music/classical_musopen_cd013009d6d8.m4a,daf961ae0d01a6890052b1a95b34c4682730db293f8c3b67150fb67d73456726,verified,2026-07-16,
classical_musopen_e0aa0ba751f5,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Beethoven String Quartet in B flat Major Op 18/String Quartet No. 6 in B Flat Major, Op. 18, No. 6 - II. Adagio ma non troppo.m4a","String Quartet No. 6 in B Flat Major, Op. 18, No. 6 - II. Adagio ma non troppo",Musopen Kickstarter Project performers,,beethoven_string_quartet_in_b_flat_major_op_18,beethoven,string_quartet,421.814,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FBeethoven%20String%20Quartet%20in%20B%20flat%20Major%20Op%2018%2FString%20Quartet%20No.%206%20in%20B%20Flat%20Major%2C%20Op.%2018%2C%20No.%206%20-%20II.%20Adagio%20ma%20non%20troppo.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,discovery,classical_music/classical_musopen_e0aa0ba751f5.m4a,7c13452af06223e0954fcd4db17e12398999ca2e7d01d494518eae0a2e3b456f,verified,2026-07-16,
classical_musopen_909c6ffb1fa0,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Beethoven String Quartet in B flat Major Op 18/String Quartet No. 6 in B Flat Major, Op. 18, No. 6 - III. Scherzo Allegro.m4a","String Quartet No. 6 in B Flat Major, Op. 18, No. 6 - III. Scherzo Allegro",Musopen Kickstarter Project performers,,beethoven_string_quartet_in_b_flat_major_op_18,beethoven,string_quartet,252.617,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FBeethoven%20String%20Quartet%20in%20B%20flat%20Major%20Op%2018%2FString%20Quartet%20No.%206%20in%20B%20Flat%20Major%2C%20Op.%2018%2C%20No.%206%20-%20III.%20Scherzo%20Allegro.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,discovery,classical_music/classical_musopen_909c6ffb1fa0.m4a,b4907a07212630743129698f909bc03634afb833bc007fbff96721f43e91a7cc,verified,2026-07-16,
classical_musopen_8f00b775156a,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Beethoven String Quartet in B flat Major Op 18/String Quartet No. 6 in B Flat Major, Op. 18, No. 6 - IV. (Adagio) La Malinconia.m4a","String Quartet No. 6 in B Flat Major, Op. 18, No. 6 - IV. (Adagio) La Malinconia",Musopen Kickstarter Project performers,,beethoven_string_quartet_in_b_flat_major_op_18,beethoven,string_quartet,492.527,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FBeethoven%20String%20Quartet%20in%20B%20flat%20Major%20Op%2018%2FString%20Quartet%20No.%206%20in%20B%20Flat%20Major%2C%20Op.%2018%2C%20No.%206%20-%20IV.%20%28Adagio%29%20La%20Malinconia.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,discovery,classical_music/classical_musopen_8f00b775156a.m4a,e2b31da8d1b5dfdaf90e698e8eb016824d75f898b247be3b3ec0f2abfffb8a8d,verified,2026-07-16,
classical_musopen_267eb0cfe9bf,classical,musopen-lossless-dvd,Musopen DVD (lossless)/String Quartets/Borodin String Quartet No 1/String Quartet No. 1 in A Major - I. Moderato - Allegro.m4a,String Quartet No. 1 in A Major - I. Moderato - Allegro,Musopen Kickstarter Project performers,,borodin_string_quartet_no_1,borodin,string_quartet,887.343,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FBorodin%20String%20Quartet%20No%201%2FString%20Quartet%20No.%201%20in%20A%20Major%20-%20I.%20Moderato%20-%20Allegro.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,discovery,classical_music/classical_musopen_267eb0cfe9bf.m4a,354e9a76174b6cf0f93545aba151ff1e17b6355c710f2cca5816afd320325ace,verified,2026-07-16,
classical_musopen_e979457eb8b9,classical,musopen-lossless-dvd,Musopen DVD (lossless)/String Quartets/Borodin String Quartet No 1/String Quartet No. 1 in A Major - II. Andante con moto.m4a,String Quartet No. 1 in A Major - II. Andante con moto,Musopen Kickstarter Project performers,,borodin_string_quartet_no_1,borodin,string_quartet,517.834,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FBorodin%20String%20Quartet%20No%201%2FString%20Quartet%20No.%201%20in%20A%20Major%20-%20II.%20Andante%20con%20moto.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,discovery,classical_music/classical_musopen_e979457eb8b9.m4a,5a2de98e401c017401ed10e901dea2cd42c4ec73f6d0feeed02c21b5b5092aa3,verified,2026-07-16,
classical_musopen_860ce064b48c,classical,musopen-lossless-dvd,Musopen DVD (lossless)/String Quartets/Borodin String Quartet No 1/String Quartet No. 1 in A Major - III. Scherzo Prestissimo.m4a,String Quartet No. 1 in A Major - III. Scherzo Prestissimo,Musopen Kickstarter Project performers,,borodin_string_quartet_no_1,borodin,string_quartet,114.865,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FBorodin%20String%20Quartet%20No%201%2FString%20Quartet%20No.%201%20in%20A%20Major%20-%20III.%20Scherzo%20Prestissimo.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,discovery,classical_music/classical_musopen_860ce064b48c.m4a,9cad88085714f3a2a40052d9e83717e4407d5c4eaabe2f35a13ea6a3dfedf01b,verified,2026-07-16,
classical_musopen_3f120e57880d,classical,musopen-lossless-dvd,Musopen DVD (lossless)/String Quartets/Borodin String Quartet No 1/String Quartet No. 1 in A Major - IV. Andante - Allegro risoluto.m4a,String Quartet No. 1 in A Major - IV. Andante - Allegro risoluto,Musopen Kickstarter Project performers,,borodin_string_quartet_no_1,borodin,string_quartet,533.618,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FBorodin%20String%20Quartet%20No%201%2FString%20Quartet%20No.%201%20in%20A%20Major%20-%20IV.%20Andante%20-%20Allegro%20risoluto.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,discovery,classical_music/classical_musopen_3f120e57880d.m4a,428ea15eb6969a9785a66fccd7b80fef09ccdfd7c5e194074cf8bbba961aceda,verified,2026-07-16,
classical_musopen_76480b1bf8fd,classical,musopen-lossless-dvd,Musopen DVD (lossless)/String Quartets/Borodin String Quartet No 2/String Quartet No. 2 in D Major - I. Allegro moderato.m4a,String Quartet No. 2 in D Major - I. Allegro moderato,Musopen Kickstarter Project performers,,borodin_string_quartet_no_2,borodin,string_quartet,541.458,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FBorodin%20String%20Quartet%20No%202%2FString%20Quartet%20No.%202%20in%20D%20Major%20-%20I.%20Allegro%20moderato.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,discovery,classical_music/classical_musopen_76480b1bf8fd.m4a,1bfb662b852d380e8470b6d1b8be104b1da9ba49882e5346b893079c12e24656,verified,2026-07-16,
classical_musopen_d2e3d82ad3e8,classical,musopen-lossless-dvd,Musopen DVD (lossless)/String Quartets/Borodin String Quartet No 2/String Quartet No. 2 in D Major - II. Scherzo Allegro.m4a,String Quartet No. 2 in D Major - II. Scherzo Allegro,Musopen Kickstarter Project performers,,borodin_string_quartet_no_2,borodin,string_quartet,336.939,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FBorodin%20String%20Quartet%20No%202%2FString%20Quartet%20No.%202%20in%20D%20Major%20-%20II.%20Scherzo%20Allegro.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,discovery,classical_music/classical_musopen_d2e3d82ad3e8.m4a,fd4565aeb4943c9a06351870fe58cb2b076063faa0bfec808b3e0f83081280cd,verified,2026-07-16,
classical_musopen_c080ce7f8b19,classical,musopen-lossless-dvd,Musopen DVD (lossless)/String Quartets/Borodin String Quartet No 2/String Quartet No. 2 in D Major - III. Nocturne Andante.m4a,String Quartet No. 2 in D Major - III. Nocturne Andante,Musopen Kickstarter Project performers,,borodin_string_quartet_no_2,borodin,string_quartet,547.360,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FBorodin%20String%20Quartet%20No%202%2FString%20Quartet%20No.%202%20in%20D%20Major%20-%20III.%20Nocturne%20Andante.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,discovery,classical_music/classical_musopen_c080ce7f8b19.m4a,99d5be67dbcf187d691c3ffbccc4a9de5c5aedff63cce35934469f65d7165bee,verified,2026-07-16,
classical_musopen_9d607b626772,classical,musopen-lossless-dvd,Musopen DVD (lossless)/String Quartets/Borodin String Quartet No 2/String Quartet No. 2 in D Major - IV. Finale Andante - Vivace.m4a,String Quartet No. 2 in D Major - IV. Finale Andante - Vivace,Musopen Kickstarter Project performers,,borodin_string_quartet_no_2,borodin,string_quartet,434.415,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FBorodin%20String%20Quartet%20No%202%2FString%20Quartet%20No.%202%20in%20D%20Major%20-%20IV.%20Finale%20Andante%20-%20Vivace.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,discovery,classical_music/classical_musopen_9d607b626772.m4a,27370c68748cdce414902336ec70c931311854adc94b8f7e80f93e2a44ade381,verified,2026-07-16,
classical_musopen_88dae15b633b,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Dvorak - American in F major/String Quartet No. 12 in F Major, Op. 96, American - I. Allegro ma non troppo.m4a","String Quartet No. 12 in F Major, Op. 96, American - I. Allegro ma non troppo",Musopen Kickstarter Project performers,,dvorak_american_in_f_major,dvorak,string_quartet,475.641,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FDvorak%20-%20American%20in%20F%20major%2FString%20Quartet%20No.%2012%20in%20F%20Major%2C%20Op.%2096%2C%20American%20-%20I.%20Allegro%20ma%20non%20troppo.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,holdout,classical_music/classical_musopen_88dae15b633b.m4a,8f3d8504ef772cc309330aab6862412a44c08fac270170b7f74d6a495de4a54d,verified,2026-07-16,
classical_musopen_124b2ee448a3,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Dvorak - American in F major/String Quartet No. 12 in F Major, Op. 96, American - II. Lento.m4a","String Quartet No. 12 in F Major, Op. 96, American - II. Lento",Musopen Kickstarter Project performers,,dvorak_american_in_f_major,dvorak,string_quartet,471.458,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FDvorak%20-%20American%20in%20F%20major%2FString%20Quartet%20No.%2012%20in%20F%20Major%2C%20Op.%2096%2C%20American%20-%20II.%20Lento.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,holdout,classical_music/classical_musopen_124b2ee448a3.m4a,39077335198fdce42d89f6a2340fcb72805fdcabbaf3ec74fefbadc49143101d,verified,2026-07-16,
classical_musopen_f88042497771,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Dvorak - American in F major/String Quartet No. 12 in F Major, Op. 96, American - III. Molto Vivace.m4a","String Quartet No. 12 in F Major, Op. 96, American - III. Molto Vivace",Musopen Kickstarter Project performers,,dvorak_american_in_f_major,dvorak,string_quartet,250.027,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FDvorak%20-%20American%20in%20F%20major%2FString%20Quartet%20No.%2012%20in%20F%20Major%2C%20Op.%2096%2C%20American%20-%20III.%20Molto%20Vivace.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,holdout,classical_music/classical_musopen_f88042497771.m4a,69463dd1f2b5c79aaa1325aa843c06656edd8ae705a3ef276613ae710c92bcfe,verified,2026-07-16,
classical_musopen_715f07ea34cd,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Dvorak - American in F major/String Quartet No. 12 in F Major, Op. 96, American - IV. Finale - Vivace ma non troppo.m4a","String Quartet No. 12 in F Major, Op. 96, American - IV. Finale - Vivace ma non troppo",Musopen Kickstarter Project performers,,dvorak_american_in_f_major,dvorak,string_quartet,351.594,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FDvorak%20-%20American%20in%20F%20major%2FString%20Quartet%20No.%2012%20in%20F%20Major%2C%20Op.%2096%2C%20American%20-%20IV.%20Finale%20-%20Vivace%20ma%20non%20troppo.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,holdout,classical_music/classical_musopen_715f07ea34cd.m4a,a12d4f46bc23a2159bca405bb7e952fc3d80c375913992e6e0db60ecee2110eb,verified,2026-07-16,
classical_musopen_e92198fc7b0d,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Dvorak Quartet in F Major Op 51/String Quartet No. 10 In E Flat, Op. 51 - I. Allegro Ma Non Troppo.m4a","String Quartet No. 10 In E Flat, Op. 51 - I. Allegro Ma Non Troppo",Musopen Kickstarter Project performers,,dvorak_quartet_in_f_major_op_51,dvorak,string_quartet,675.000,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FDvorak%20Quartet%20in%20F%20Major%20Op%2051%2FString%20Quartet%20No.%2010%20In%20E%20Flat%2C%20Op.%2051%20-%20I.%20Allegro%20Ma%20Non%20Troppo.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,holdout,classical_music/classical_musopen_e92198fc7b0d.m4a,90f1427466da792d34378bd93ad875af0302844368a3aaafba0f070eef72f607,verified,2026-07-16,
classical_musopen_5118ccc9f4d0,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Dvorak Quartet in F Major Op 51/String Quartet No. 10 In E Flat, Op. 51 - II. Dumka.m4a","String Quartet No. 10 In E Flat, Op. 51 - II. Dumka",Musopen Kickstarter Project performers,,dvorak_quartet_in_f_major_op_51,dvorak,string_quartet,465.768,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FDvorak%20Quartet%20in%20F%20Major%20Op%2051%2FString%20Quartet%20No.%2010%20In%20E%20Flat%2C%20Op.%2051%20-%20II.%20Dumka.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,holdout,classical_music/classical_musopen_5118ccc9f4d0.m4a,743daa04de36f487f43d62a28f35ff44d23dd0abb94c343a3f62a0b61b6e87da,verified,2026-07-16,
classical_musopen_f0ef963b9b80,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Dvorak Quartet in F Major Op 51/String Quartet No. 10 In E Flat, Op. 51 - III. Romanza.m4a","String Quartet No. 10 In E Flat, Op. 51 - III. Romanza",Musopen Kickstarter Project performers,,dvorak_quartet_in_f_major_op_51,dvorak,string_quartet,367.128,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FDvorak%20Quartet%20in%20F%20Major%20Op%2051%2FString%20Quartet%20No.%2010%20In%20E%20Flat%2C%20Op.%2051%20-%20III.%20Romanza.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,holdout,classical_music/classical_musopen_f0ef963b9b80.m4a,906eb326cbb85e8382ef94c2369992744613dfd2fc378a50728fb3605bf6abc5,verified,2026-07-16,
classical_musopen_9a95a1b73779,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Dvorak Quartet in F Major Op 51/String Quartet No. 10 In E Flat, Op. 51 - IV. Finale Allegro Assai.m4a","String Quartet No. 10 In E Flat, Op. 51 - IV. Finale Allegro Assai",Musopen Kickstarter Project performers,,dvorak_quartet_in_f_major_op_51,dvorak,string_quartet,434.261,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FDvorak%20Quartet%20in%20F%20Major%20Op%2051%2FString%20Quartet%20No.%2010%20In%20E%20Flat%2C%20Op.%2051%20-%20IV.%20Finale%20Allegro%20Assai.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,holdout,classical_music/classical_musopen_9a95a1b73779.m4a,ee04fe9296b6097c3b1131f557cec70fb6a7010bdc155b52d6362df699e0bb3b,verified,2026-07-16,
classical_musopen_8c1a75b7bf5d,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Haydn Quartet in D Major Op.64/String Quartet In D, Op. 645, H 363, Lark - I. Allegro Moderato.m4a","String Quartet In D, Op. 645, H 363, Lark - I. Allegro Moderato",Musopen Kickstarter Project performers,,haydn_quartet_in_d_major_op_64,haydn,string_quartet,371.675,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FHaydn%20Quartet%20in%20D%20Major%20Op.64%2FString%20Quartet%20In%20D%2C%20Op.%20645%2C%20H%20363%2C%20Lark%20-%20I.%20Allegro%20Moderato.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,discovery,classical_music/classical_musopen_8c1a75b7bf5d.m4a,15d62f3b573a0cf2ffa0ec59aac96ccffc5fc1bd3b5ff69a525ea601e8dc67be,verified,2026-07-16,
classical_musopen_dbfd3cb8056d,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Haydn Quartet in D Major Op.64/String Quartet In D, Op. 645, H 363, Lark - II. Adagio, Cantabile.m4a","String Quartet In D, Op. 645, H 363, Lark - II. Adagio, Cantabile",Musopen Kickstarter Project performers,,haydn_quartet_in_d_major_op_64,haydn,string_quartet,291.758,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FHaydn%20Quartet%20in%20D%20Major%20Op.64%2FString%20Quartet%20In%20D%2C%20Op.%20645%2C%20H%20363%2C%20Lark%20-%20II.%20Adagio%2C%20Cantabile.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,discovery,classical_music/classical_musopen_dbfd3cb8056d.m4a,fccd830fe6a35d4b13149d9903f113287092a42238ede289e39f87213d8e58bb,verified,2026-07-16,
classical_musopen_c6602c75c700,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Haydn Quartet in D Major Op.64/String Quartet In D, Op. 645, H 363, Lark - III. Menuetto Allegretto.m4a","String Quartet In D, Op. 645, H 363, Lark - III. Menuetto Allegretto",Musopen Kickstarter Project performers,,haydn_quartet_in_d_major_op_64,haydn,string_quartet,226.621,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FHaydn%20Quartet%20in%20D%20Major%20Op.64%2FString%20Quartet%20In%20D%2C%20Op.%20645%2C%20H%20363%2C%20Lark%20-%20III.%20Menuetto%20Allegretto.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,discovery,classical_music/classical_musopen_c6602c75c700.m4a,54be936053e37280f6f43626aac4539bfe0559edd09b76c5e0e5cfacdb6ff500,verified,2026-07-16,
classical_musopen_bb045bab8875,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Haydn Quartet in D Major Op.64/String Quartet In D, Op. 645, H 363, Lark - IV. Finale Vivace.m4a","String Quartet In D, Op. 645, H 363, Lark - IV. Finale Vivace",Musopen Kickstarter Project performers,,haydn_quartet_in_d_major_op_64,haydn,string_quartet,91.499,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FHaydn%20Quartet%20in%20D%20Major%20Op.64%2FString%20Quartet%20In%20D%2C%20Op.%20645%2C%20H%20363%2C%20Lark%20-%20IV.%20Finale%20Vivace.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,discovery,classical_music/classical_musopen_bb045bab8875.m4a,4be288b689ec7b9848c9999924720ea8ad3bc271de3b7909f9def052f3a6b623,verified,2026-07-16,
classical_musopen_208080de49cd,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Mendelssohn Quartet in F Minor Op 80/String Quartet No. 6 in F minor, Op. 80 - I. Allegro vivace assai.m4a","String Quartet No. 6 in F minor, Op. 80 - I. Allegro vivace assai",Musopen Kickstarter Project performers,,mendelssohn_quartet_in_f_minor_op_80,mendelssohn,string_quartet,461.713,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FMendelssohn%20Quartet%20in%20F%20Minor%20Op%2080%2FString%20Quartet%20No.%206%20in%20F%20minor%2C%20Op.%2080%20-%20I.%20Allegro%20vivace%20assai.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,holdout,classical_music/classical_musopen_208080de49cd.m4a,954c4c743f7179a25bdd420c0a6a74dd8ac86553113540a4e7cf5aa1e46d2f63,verified,2026-07-16,
classical_musopen_2bb770b12fae,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Mendelssohn Quartet in F Minor Op 80/String Quartet No. 6 in F minor, Op. 80 - II. Allegro assai.m4a","String Quartet No. 6 in F minor, Op. 80 - II. Allegro assai",Musopen Kickstarter Project performers,,mendelssohn_quartet_in_f_minor_op_80,mendelssohn,string_quartet,298.909,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FMendelssohn%20Quartet%20in%20F%20Minor%20Op%2080%2FString%20Quartet%20No.%206%20in%20F%20minor%2C%20Op.%2080%20-%20II.%20Allegro%20assai.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,holdout,classical_music/classical_musopen_2bb770b12fae.m4a,25defeb62433ce21309c8064107631546b63f75397bffbd1ec9c26a8f8138f2d,verified,2026-07-16,
classical_musopen_26b6da893e99,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Mendelssohn Quartet in F Minor Op 80/String Quartet No. 6 in F minor, Op. 80 - III. Adagio.m4a","String Quartet No. 6 in F minor, Op. 80 - III. Adagio",Musopen Kickstarter Project performers,,mendelssohn_quartet_in_f_minor_op_80,mendelssohn,string_quartet,486.495,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FMendelssohn%20Quartet%20in%20F%20Minor%20Op%2080%2FString%20Quartet%20No.%206%20in%20F%20minor%2C%20Op.%2080%20-%20III.%20Adagio.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,holdout,classical_music/classical_musopen_26b6da893e99.m4a,b2c61f830f313311102f48d5143b1c7b2e12616f81f966245f5f53e943062f19,verified,2026-07-16,
classical_musopen_00d18099ad17,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/String Quartets/Mendelssohn Quartet in F Minor Op 80/String Quartet No. 6 in F minor, Op. 80 - IV. Fuga.m4a","String Quartet No. 6 in F minor, Op. 80 - IV. Fuga",Musopen Kickstarter Project performers,,mendelssohn_quartet_in_f_minor_op_80,mendelssohn,string_quartet,374.529,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FString%20Quartets%2FMendelssohn%20Quartet%20in%20F%20Minor%20Op%2080%2FString%20Quartet%20No.%206%20in%20F%20minor%2C%20Op.%2080%20-%20IV.%20Fuga.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen string_quartet,holdout,classical_music/classical_musopen_00d18099ad17.m4a,b39dc723f459c0ea29ef35c01bd4cc61483bb7c977709fdbb3962effe16777dc,verified,2026-07-16,
