segment_id,track_id,group,split,scale_seconds,source_modulation_relative_path,source_modulation_sha256,feature_relative_path,feature_sha256,model_set_sha256,windows,valid_windows,masked_windows,status,processed_at,error,observed_states_k8,state_coverage_k8,state_counts_k8,observed_states_k10,state_coverage_k10,state_counts_k10,observed_states_k12,state_coverage_k12,state_counts_k12
classical_musicnet_2295__180s,classical_musicnet_2295,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2295__180s.npz,610bbc8a40749025319382fc143ed7f4be0e7e83ad3a52c623e4d4c2d91e6ae3,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2295__180s.npz,9780616388a0fb8ff2447c0f123c8e0b26b368418be0801217213af63adf2d4a,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,3,0.375,"[37,38,13,0,0,0,0,0]",4,0.4,"[24,16,46,0,2,0,0,0,0,0]",4,0.3333333333333333,"[29,44,1,0,0,0,14,0,0,0,0,0]"
classical_musicnet_2295__300s,classical_musicnet_2295,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2295__300s.npz,29c7303817232cd9a4e495d48b8961db135131577f9c463ab7868a946d0a22cd,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2295__300s.npz,f84614d789b4d553eaae2be1940b36f7ffab352d411bd7785fec7580c3a00f0a,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,128,128,0,success,2026-08-05,,4,0.5,"[52,66,9,1,0,0,0,0]",4,0.4,"[38,25,60,0,5,0,0,0,0,0]",5,0.4166666666666667,"[45,69,1,0,0,0,12,1,0,0,0,0]"
classical_musicnet_2296__180s,classical_musicnet_2296,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2296__180s.npz,803067e60babc85726fb1b7742c217d5fceb740e7ee9f8258c0f255f3b7b3cfd,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2296__180s.npz,77c49cbd8215bb8fb685ab9e3c4dc38227fc0dc4161da4d07e05c982c0146caa,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,5,0.625,"[47,24,12,3,2,0,0,0]",6,0.6,"[42,18,19,0,5,1,3,0,0,0]",6,0.5,"[43,21,7,0,0,0,12,4,1,0,0,0]"
classical_musicnet_2296__300s,classical_musicnet_2296,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2296__300s.npz,733ce3eaabda8828abb5d46823ad0ad81de14d70e65be706dd289fcb0f3ab6d1,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2296__300s.npz,808578a4d8be0e1c22d8142040dc118a97a0e7bc5633c80e681e6a7e6e2f7fac,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,144,144,0,success,2026-08-05,,5,0.625,"[73,47,17,5,2,0,0,0]",6,0.6,"[65,31,37,0,6,1,4,0,0,0]",5,0.4166666666666667,"[67,48,9,0,0,0,13,7,0,0,0,0]"
classical_musicnet_2297__180s,classical_musicnet_2297,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2297__180s.npz,5975c8aa628407157bdc27cda37bff90613aa9287b24643bf3590fc8fc77b5b7,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2297__180s.npz,a1f1d61a6ee256b954d4d8beaa464fa82ec4ef92d29d6052efcfc3f707171bd6,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,3,0.375,"[42,30,16,0,0,0,0,0]",4,0.4,"[36,16,30,0,6,0,0,0,0,0]",4,0.3333333333333333,"[37,34,2,0,0,0,15,0,0,0,0,0]"
classical_musicnet_2297__300s,classical_musicnet_2297,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2297__300s.npz,8dd11f89d895df8c36ac5cc3aa94fccd2b2b68250d1eeb1cf9f5d7898db11bc7,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2297__300s.npz,93d8a300ac857dcf6dfe6436fed70900db0eab2368e3b18b0b07cbd193ff39a5,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,4,0.5,"[77,50,20,1,0,0,0,0]",4,0.4,"[65,27,49,0,7,0,0,0,0,0]",4,0.3333333333333333,"[68,55,4,0,0,0,21,0,0,0,0,0]"
classical_musicnet_2298__180s,classical_musicnet_2298,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2298__180s.npz,e0e0000f5cf14680c995310be716e82abb3affe1e3b23a3ca3076d9e8bd9d80f,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2298__180s.npz,e6eca9accd67e78e3f834ce8f20fb2357194b2c51c448b4c363a9df36963cae9,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,75,75,0,success,2026-08-05,,4,0.5,"[4,36,28,7,0,0,0,0]",5,0.5,"[2,17,37,0,18,0,1,0,0,0]",5,0.4166666666666667,"[3,30,5,0,0,0,33,4,0,0,0,0]"
classical_musicnet_2298__300s,classical_musicnet_2298,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2298__300s.npz,e0e0000f5cf14680c995310be716e82abb3affe1e3b23a3ca3076d9e8bd9d80f,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2298__300s.npz,e6eca9accd67e78e3f834ce8f20fb2357194b2c51c448b4c363a9df36963cae9,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,75,75,0,success,2026-08-05,,4,0.5,"[4,36,28,7,0,0,0,0]",5,0.5,"[2,17,37,0,18,0,1,0,0,0]",5,0.4166666666666667,"[3,30,5,0,0,0,33,4,0,0,0,0]"
classical_musicnet_2300__180s,classical_musicnet_2300,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2300__180s.npz,894542ceb41654e863150575191fc42a276e5d00af53b4660eb989aa09ff4da9,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2300__180s.npz,18839830a8c68618bd87318cc8f8004eac725a8d9a3b145fb2705b058e6cfa66,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,4,0.5,"[49,31,6,2,0,0,0,0]",4,0.4,"[43,11,31,0,3,0,0,0,0,0]",5,0.4166666666666667,"[46,31,7,0,2,0,2,0,0,0,0,0]"
classical_musicnet_2300__300s,classical_musicnet_2300,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2300__300s.npz,3bc07355b6ca4f962ff349483013d1dcb5d6c1b838ff4649acd60d6bde4cee8c,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2300__300s.npz,2f24984d1003b1ead730c7aaf6dcd3a2a56c881fe65c37eaca2f143eb5651693,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,117,117,0,success,2026-08-05,,6,0.75,"[62,40,8,5,1,0,1,0]",6,0.6,"[47,26,40,0,2,0,1,0,0,1]",6,0.5,"[49,51,6,0,5,0,5,0,0,0,1,0]"
classical_musicnet_2302__180s,classical_musicnet_2302,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2302__180s.npz,598161e9bca9f34ea0011137f72bc668546465efa023980560230fb10079035f,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2302__180s.npz,760c547d2f0c9c64be932087ef353353a3925561e44bc1000645ba7918dfd852,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,52,52,0,success,2026-08-05,,3,0.375,"[21,25,6,0,0,0,0,0]",3,0.3,"[9,14,29,0,0,0,0,0,0,0]",4,0.3333333333333333,"[12,32,2,0,0,0,6,0,0,0,0,0]"
classical_musicnet_2302__300s,classical_musicnet_2302,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2302__300s.npz,598161e9bca9f34ea0011137f72bc668546465efa023980560230fb10079035f,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2302__300s.npz,760c547d2f0c9c64be932087ef353353a3925561e44bc1000645ba7918dfd852,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,52,52,0,success,2026-08-05,,3,0.375,"[21,25,6,0,0,0,0,0]",3,0.3,"[9,14,29,0,0,0,0,0,0,0]",4,0.3333333333333333,"[12,32,2,0,0,0,6,0,0,0,0,0]"
classical_musicnet_2303__180s,classical_musicnet_2303,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2303__180s.npz,65401de5aad47d0ee8924d13d74d7cf66587df0b47173bcf27ca1bbfbd70c8d4,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2303__180s.npz,be02b45ecc61e9f6857d23b054c47e571afd8df9aaa85173bd3607ffe6a6be7b,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,44,44,0,success,2026-08-05,,3,0.375,"[20,20,4,0,0,0,0,0]",4,0.4,"[5,6,32,0,1,0,0,0,0,0]",4,0.3333333333333333,"[7,33,1,0,0,0,3,0,0,0,0,0]"
classical_musicnet_2303__300s,classical_musicnet_2303,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2303__300s.npz,65401de5aad47d0ee8924d13d74d7cf66587df0b47173bcf27ca1bbfbd70c8d4,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2303__300s.npz,be02b45ecc61e9f6857d23b054c47e571afd8df9aaa85173bd3607ffe6a6be7b,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,44,44,0,success,2026-08-05,,3,0.375,"[20,20,4,0,0,0,0,0]",4,0.4,"[5,6,32,0,1,0,0,0,0,0]",4,0.3333333333333333,"[7,33,1,0,0,0,3,0,0,0,0,0]"
classical_musicnet_2304__180s,classical_musicnet_2304,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2304__180s.npz,0c664ca98a45970bf42f8f5f4e566847f9c91d52ef89ebc26608ad7cf565ecc2,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2304__180s.npz,3a2736d54651462ea8143b0fc602a0070b718b52c0e83408265f0b17f3d160a6,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,5,0.625,"[37,38,11,1,1,0,0,0]",5,0.5,"[21,17,45,0,4,0,1,0,0,0]",6,0.5,"[24,51,4,0,0,0,7,1,1,0,0,0]"
classical_musicnet_2304__300s,classical_musicnet_2304,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2304__300s.npz,075d6115aa0b25ef0f9f945a5f3303d2a605587faf2f85332bfde0799c7b8050,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2304__300s.npz,629a05912fca6bdfe429b37148a9642a71e89237c377846a3016725347c243fa,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,96,96,0,success,2026-08-05,,6,0.75,"[41,42,10,1,1,0,0,1]",6,0.6,"[24,17,50,0,3,0,1,0,0,1]",7,0.5833333333333334,"[27,56,4,0,0,0,6,1,1,0,0,1]"
classical_musicnet_2305__180s,classical_musicnet_2305,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2305__180s.npz,b439eea3d79ea2a334bbd96a232c36706ec0d061b4bfc0f8ac3debb2fcda7597,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2305__180s.npz,c22b0b7d979f988a1b990d146db59815157e101b7bf7cffb47c529cf2c474dd8,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,31,31,0,success,2026-08-05,,3,0.375,"[4,21,6,0,0,0,0,0]",4,0.4,"[2,12,14,0,3,0,0,0,0,0]",4,0.3333333333333333,"[4,17,1,0,0,0,9,0,0,0,0,0]"
classical_musicnet_2305__300s,classical_musicnet_2305,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2305__300s.npz,b439eea3d79ea2a334bbd96a232c36706ec0d061b4bfc0f8ac3debb2fcda7597,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2305__300s.npz,c22b0b7d979f988a1b990d146db59815157e101b7bf7cffb47c529cf2c474dd8,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,31,31,0,success,2026-08-05,,3,0.375,"[4,21,6,0,0,0,0,0]",4,0.4,"[2,12,14,0,3,0,0,0,0,0]",4,0.3333333333333333,"[4,17,1,0,0,0,9,0,0,0,0,0]"
classical_musicnet_2307__180s,classical_musicnet_2307,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2307__180s.npz,18b0d8aa71c86d228683f511a0f41e6a1f6f5c7324c04046ac2a2cc133837d8b,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2307__180s.npz,7a5d77b944761fce6a95a717afe78356ffb6787cc6af2496d9aaf875b798402b,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,67,67,0,success,2026-08-05,,5,0.625,"[16,42,7,1,0,0,0,1]",5,0.5,"[9,16,38,0,3,0,0,0,0,1]",5,0.4166666666666667,"[14,42,4,0,0,0,6,0,0,0,0,1]"
classical_musicnet_2307__300s,classical_musicnet_2307,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2307__300s.npz,18b0d8aa71c86d228683f511a0f41e6a1f6f5c7324c04046ac2a2cc133837d8b,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2307__300s.npz,7a5d77b944761fce6a95a717afe78356ffb6787cc6af2496d9aaf875b798402b,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,67,67,0,success,2026-08-05,,5,0.625,"[16,42,7,1,0,0,0,1]",5,0.5,"[9,16,38,0,3,0,0,0,0,1]",5,0.4166666666666667,"[14,42,4,0,0,0,6,0,0,0,0,1]"
classical_musicnet_2308__180s,classical_musicnet_2308,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2308__180s.npz,bb2153c01534a23abc2e145463304a745c5b23c68c795d7103435a5159012959,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2308__180s.npz,64b8ad7348da938be2cb28f68074c473477e160271bfece10766b9f286418352,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,59,59,0,success,2026-08-05,,4,0.5,"[19,36,3,1,0,0,0,0]",5,0.5,"[14,10,33,0,1,0,1,0,0,0]",4,0.3333333333333333,"[17,38,1,0,0,0,3,0,0,0,0,0]"
classical_musicnet_2308__300s,classical_musicnet_2308,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2308__300s.npz,bb2153c01534a23abc2e145463304a745c5b23c68c795d7103435a5159012959,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2308__300s.npz,64b8ad7348da938be2cb28f68074c473477e160271bfece10766b9f286418352,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,59,59,0,success,2026-08-05,,4,0.5,"[19,36,3,1,0,0,0,0]",5,0.5,"[14,10,33,0,1,0,1,0,0,0]",4,0.3333333333333333,"[17,38,1,0,0,0,3,0,0,0,0,0]"
classical_musicnet_2310__180s,classical_musicnet_2310,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2310__180s.npz,40092e83631ab3cdd254621633ed8c6c9141d22de1fa55a31e45205d27936715,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2310__180s.npz,0e47007ec5e2587ed8881a0652a8baff07017e4ad5d7b14dd255ad40038c24b2,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,26,26,0,success,2026-08-05,,4,0.5,"[5,13,7,1,0,0,0,0]",4,0.4,"[2,5,16,0,3,0,0,0,0,0]",4,0.3333333333333333,"[3,13,2,0,0,0,8,0,0,0,0,0]"
classical_musicnet_2310__300s,classical_musicnet_2310,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2310__300s.npz,40092e83631ab3cdd254621633ed8c6c9141d22de1fa55a31e45205d27936715,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2310__300s.npz,0e47007ec5e2587ed8881a0652a8baff07017e4ad5d7b14dd255ad40038c24b2,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,26,26,0,success,2026-08-05,,4,0.5,"[5,13,7,1,0,0,0,0]",4,0.4,"[2,5,16,0,3,0,0,0,0,0]",4,0.3333333333333333,"[3,13,2,0,0,0,8,0,0,0,0,0]"
classical_musicnet_2313__180s,classical_musicnet_2313,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2313__180s.npz,732bb21c7444317f63a4c8ce8f25f3100feb2043d6cc73dbf8019012341a1355,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2313__180s.npz,2875289f7cbc3cd9eca3c7f08a8a48fbf149768ad9ab42000d23e9fb3cd1cab5,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,5,0.625,"[20,35,29,3,1,0,0,0]",5,0.5,"[12,25,35,0,14,0,2,0,0,0]",5,0.4166666666666667,"[15,33,4,0,0,0,33,3,0,0,0,0]"
classical_musicnet_2313__300s,classical_musicnet_2313,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2313__300s.npz,41d47c227a195be93ec704fb94f1088439fba17dbc149d73a5ca5627fd09a89a,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2313__300s.npz,9cc5413acc419b66f73c15924054b75bca986b979fc194b3cf509fc69c5446dd,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,5,0.625,"[40,53,46,8,1,0,0,0]",5,0.5,"[26,43,54,0,20,0,5,0,0,0]",7,0.5833333333333334,"[29,56,6,0,1,0,47,8,1,0,0,0]"
classical_musicnet_2314__180s,classical_musicnet_2314,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2314__180s.npz,1f80da4863b8791b6a1a56e1cf0ea3c1c91a90410f0917cee6d2c96a7faf6323,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2314__180s.npz,51c269de7161f377c2a38fab0e4dd6c03d8369092d94de55ec1c31c3bfd34cc4,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,4,0.5,"[37,44,6,1,0,0,0,0]",4,0.4,"[23,10,53,0,2,0,0,0,0,0]",4,0.3333333333333333,"[26,52,0,0,0,0,9,1,0,0,0,0]"
classical_musicnet_2314__300s,classical_musicnet_2314,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2314__300s.npz,a1800fc17e8983cc5fe2bcae6404bccbf7bd57bc2fe2f037dfd1571d1345f0ef,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2314__300s.npz,08f79b61fc99ccdc02f12ec652c1abb0978d68e678022b642111992082fe0252,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,4,0.5,"[60,74,12,2,0,0,0,0]",4,0.4,"[40,18,84,0,6,0,0,0,0,0]",5,0.4166666666666667,"[49,80,2,0,0,0,16,1,0,0,0,0]"
classical_musicnet_2315__180s,classical_musicnet_2315,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2315__180s.npz,32e93cd9a509253db06d0ddf91981aebcd21d3c4c8e4653d8932f96f45d34ae1,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2315__180s.npz,fe80d386da0e5614ac1080120bc788f308ccb2eeec4e754bafc72c94579acf08,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,4,0.5,"[35,33,16,4,0,0,0,0]",4,0.4,"[28,15,36,0,9,0,0,0,0,0]",5,0.4166666666666667,"[30,31,2,0,0,0,20,5,0,0,0,0]"
classical_musicnet_2315__300s,classical_musicnet_2315,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2315__300s.npz,65043937e5176c11232e4118381bae4760eec8e72e393497e3af470c79215b9a,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2315__300s.npz,a7de7c88d7f083e331e8198df6fe6c166c8b1c790b3ade1ed898e007ea7b9dc6,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,5,0.625,"[53,57,29,8,1,0,0,0]",5,0.5,"[46,28,56,0,16,0,2,0,0,0]",6,0.5,"[49,49,5,0,0,0,37,7,1,0,0,0]"
classical_musicnet_2325__180s,classical_musicnet_2325,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2325__180s.npz,c4c99d1c7f47d80897b2dfe5915d95db4c7fa858726d750b27d2a2a8e69bc0a5,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2325__180s.npz,feee6cbd8e3cb0c56e41f1802bdd4fcd67acc1438d68f6f8014f4886656f1113,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,5,0.625,"[8,35,29,13,3,0,0,0]",7,0.7,"[3,22,31,1,20,0,10,1,0,0]",6,0.5,"[6,28,11,0,0,0,31,9,3,0,0,0]"
classical_musicnet_2325__300s,classical_musicnet_2325,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2325__300s.npz,949df5d4b04ff0a3588ff036dee039b3d526875b87e0b0a44529060c1c48f75a,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2325__300s.npz,8e3d14a8c3615ced227876f34f3cf9da732236b353201ef87a2f12e52cdd8998,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,5,0.625,"[26,53,44,20,5,0,0,0]",7,0.7,"[12,39,51,3,25,0,16,2,0,0]",6,0.5,"[17,54,17,0,0,0,42,14,4,0,0,0]"
classical_musicnet_2335__180s,classical_musicnet_2335,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2335__180s.npz,1f4dfd9a0ce9d3ea236a40ae19610ed8d83aaf773a92a0d92ff33fd0b78ebc9c,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2335__180s.npz,1b5ffbc4384016b0632bfbf545ee97f1e1426878b94645e7c118abf0d437da98,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,5,0.625,"[41,32,11,3,1,0,0,0]",6,0.6,"[27,10,41,0,8,0,1,1,0,0]",6,0.5,"[34,38,3,0,0,0,9,3,1,0,0,0]"
classical_musicnet_2335__300s,classical_musicnet_2335,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2335__300s.npz,1fa5713c9b892dfaa3d76a537b5e0238a3b7264d5323e8c76cae1cc7db4b90f3,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2335__300s.npz,9b28fb7bbf856b7e92fb355e44563d016b7a3f9eecffce42e25f3bb9d29c125e,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,5,0.625,"[67,56,20,4,1,0,0,0]",6,0.6,"[38,21,72,0,12,0,4,1,0,0]",7,0.5833333333333334,"[53,66,12,0,1,0,13,2,1,0,0,0]"
classical_musicnet_2336__180s,classical_musicnet_2336,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2336__180s.npz,6cafa89ecdaa311c153fbecf89ca10a920d902665ab1287e394a0b8380aad647,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2336__180s.npz,8f215bae5381071cf70ff9fd7e7f1992f6e26473b6becfe5f6f40ca8fd5fc66e,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,5,0.625,"[1,21,56,9,1,0,0,0]",4,0.4,"[0,28,20,0,34,0,6,0,0,0]",4,0.3333333333333333,"[0,10,2,0,0,0,66,10,0,0,0,0]"
classical_musicnet_2336__300s,classical_musicnet_2336,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2336__300s.npz,f43a0297075b6599a72450cc3a49bf5a628f49553ddc872dad618f207307e3fb,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2336__300s.npz,8eca401aadf86afffaa6fda3f51bff0d3008322f98b1b8eabf2ce880d29998cf,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,97,97,0,success,2026-08-05,,4,0.5,"[0,26,58,12,1,0,0,0]",4,0.4,"[0,28,24,0,37,0,8,0,0,0]",4,0.3333333333333333,"[0,10,2,0,0,0,74,11,0,0,0,0]"
classical_musicnet_2341__180s,classical_musicnet_2341,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2341__180s.npz,adceeeeb49f9f46c9163756331128bf816a7753fe143d68e413d8b991c643be5,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2341__180s.npz,a825ed27221d4cf5e515dcffa5e355b20ca5d3ed7f8eec8d7a1f58098b87577c,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,4,0.5,"[27,48,12,1,0,0,0,0]",4,0.4,"[20,23,38,0,7,0,0,0,0,0]",5,0.4166666666666667,"[26,47,5,0,0,0,9,1,0,0,0,0]"
classical_musicnet_2341__300s,classical_musicnet_2341,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2341__300s.npz,7041b923f1c429415969ac2ab271793fcf169f8603e07a02b61742e2a3bbcfa5,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2341__300s.npz,a56be35fd382b3095accdba1ff8af5c2f274a74deb45a5f2d350b3c0570acc7c,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,4,0.5,"[34,76,33,5,0,0,0,0]",4,0.4,"[26,39,60,0,23,0,0,0,0,0]",5,0.4166666666666667,"[31,74,10,0,0,0,29,4,0,0,0,0]"
classical_musicnet_2345__180s,classical_musicnet_2345,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2345__180s.npz,7cb01ab780b532182e3f9a026d23f4b5bb0834e813834cc72b2d3a8518379c5a,features/modulation_smp_prototype/180s/classical/discovery/classical_musicnet_2345__180s.npz,f6953c07e2ddf769c052d357c422b6d2e60ec6c3c03351e220a1b3db771bb52f,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,5,0.625,"[8,31,35,12,2,0,0,0]",5,0.5,"[4,29,24,0,26,0,5,0,0,0]",7,0.5833333333333334,"[4,27,10,0,1,0,37,8,1,0,0,0]"
classical_musicnet_2345__300s,classical_musicnet_2345,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2345__300s.npz,aa57d81d93803a71f2bacc284cc25e5a5e2812b21000dd277675e0d30eabcfc7,features/modulation_smp_prototype/300s/classical/discovery/classical_musicnet_2345__300s.npz,bda6ba8f596efe90201ab773c134df1544420309d35822d438241ed6f1f8fb79,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,5,0.625,"[10,50,57,27,4,0,0,0]",6,0.6,"[7,45,35,0,50,0,10,1,0,0]",7,0.5833333333333334,"[7,41,20,0,1,0,54,23,2,0,0,0]"
