segment_id,track_id,group,split,scale_seconds,source_modulation_relative_path,source_modulation_sha256,modulation_tertile_relative_path,modulation_tertile_sha256,model_sha256,windows,valid_windows,masked_windows,low_windows,medium_windows,high_windows,observed_states,median_intensity,status,processed_at,error
classical_musicnet_2466__300s,classical_musicnet_2466,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2466__300s.npz,4a25de1ce38c34b5e919ae6d088c1b3a5273746f18705ebaecf79d6515682bae,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2466__300s.npz,e8a58359ed46ebea03545576d423c3e3acdb0551f3b710dc10f5f4d787892464,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,40,60,48,3,0.03600023130775298,success,2026-08-04,
classical_musicnet_2472__180s,classical_musicnet_2472,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2472__180s.npz,1ba6a7aa7252d085c946c0e4f9448a23eaca90d0c053fd18deb476f7c52f1201,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2472__180s.npz,e9aa695e0f0ae90732663818f55d287ed7f831b23c660fbb04420fe72f9723ca,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,10,55,23,3,0.0372105977269257,success,2026-08-04,
classical_musicnet_2472__300s,classical_musicnet_2472,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2472__300s.npz,22d16a66731fad84607db77624c91e17dc2de502955b0c19397b772774fb8355,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2472__300s.npz,742530a1ae13180c0db7176a412518e8b2383f08613b9cbd709efc2ea42d2587,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,106,106,0,15,68,23,3,0.03743928055996548,success,2026-08-04,
classical_musicnet_2476__180s,classical_musicnet_2476,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2476__180s.npz,5720cab8d8959ba3d09233e4cf6cfdaa880e63bdf52c5e8e9e0f1d7c08ef1a7a,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2476__180s.npz,231837c76a466cb3c1668ad15cdda6d95a009bea1a8f07a7270f53772caae6bb,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,84,4,0,2,0.01399938739029949,success,2026-08-04,
classical_musicnet_2476__300s,classical_musicnet_2476,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2476__300s.npz,9f2e379641024d4ebbbc27dc8887f2b9dd050b450de0d69d8b1270551f02c5f9,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2476__300s.npz,6b7e0a1bcef86eda34c064f518f63562b7b6bd842e3b6e280e99c71bbd25386a,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,141,7,0,2,0.013824775171769943,success,2026-08-04,
classical_musicnet_2477__180s,classical_musicnet_2477,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2477__180s.npz,66fc630168892d23cfc47aa4b2338d6d38d090cae9c7e77dcc6fdd8dd3e34528,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2477__180s.npz,56ecbc16e6ebec33a3d433762501fc831173d6bd983c585a8079675ee02af864,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,22,49,17,3,0.03347054437131192,success,2026-08-04,
classical_musicnet_2477__300s,classical_musicnet_2477,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2477__300s.npz,2f1e04415868892ab2ff49e2878e4868ce1d42ddc16627246a07428569997241,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2477__300s.npz,d656defcc543fbfcc5bc7f48b6a5ed82057538d8727e9a24a17045130cbd7ca2,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,108,108,0,28,57,23,3,0.03310409837854422,success,2026-08-04,
classical_musicnet_2478__180s,classical_musicnet_2478,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2478__180s.npz,a73a8315ef98151a6be3150be1a07b842d6ea4948fa68ba7ffe7facb3065f63d,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2478__180s.npz,2150d0ff12ffb323444a2eb929b9a77bce1c5c2b008c438881e50a47807d00cd,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,26,50,12,3,0.028107463038168135,success,2026-08-04,
classical_musicnet_2478__300s,classical_musicnet_2478,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2478__300s.npz,67c55b6488a77d2b4d19c72269e621a2412c586316e5fc6935887f5044c1c9d8,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2478__300s.npz,d5a594c1963c4452b53c4582ffd2fc3d750aeaebd1d9c7f0893150309377477b,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,39,86,23,3,0.030018013367680396,success,2026-08-04,
classical_musicnet_2481__180s,classical_musicnet_2481,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2481__180s.npz,7d6db2fd33dd1a609d8788fb31e86c6719c3aefd5a92c5d9e9f390b8fee43b91,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2481__180s.npz,06e5c3b6ed08973c4dba2bc0a89303ca9367e51193f25f1c79241656efd3ab03,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,17,47,24,3,0.03647094029861364,success,2026-08-04,
classical_musicnet_2481__300s,classical_musicnet_2481,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2481__300s.npz,5ef6c7c458d1a48d2915153e17426e09dac9a23a45cc1814e02534cff8dbf697,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2481__300s.npz,765cde32c1e150db1f2a1aa7f02168d7cfbf863abbf45f7ead7f1756a9486f1e,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,23,73,52,3,0.03915282827108513,success,2026-08-04,
classical_musicnet_2482__180s,classical_musicnet_2482,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2482__180s.npz,37e5b581f38c2f2be7882cf80224ca1f21eec3f38e415e3bf92abd8241edb38c,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2482__180s.npz,4b8ac4ec02a07226f7bf5ad3362386ce0af4baadf4d626be30a5adaaab805ae4,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,31,39,18,3,0.029930349469850626,success,2026-08-04,
classical_musicnet_2482__300s,classical_musicnet_2482,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2482__300s.npz,cf7b059e4f0158d8679558677bbe92992050ff3daf10aa7e999b7c95abf5f5ae,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2482__300s.npz,a9759432c8e7f746134aa07ccd7ffbce6219938689b94e1efb0853fcf35eea8a,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,43,67,38,3,0.033137034008746014,success,2026-08-04,
classical_musicnet_2483__180s,classical_musicnet_2483,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2483__180s.npz,5dc9f24fb3bee8a9fd29e4c46eacf8e3a3a904c1922f165d78cb89a542f0b3f4,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2483__180s.npz,ce3277e54484411b16b7950b6f73a0f27951bfcfbf3f648c12825b196c2a8c22,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,11,30,47,3,0.046147968899731495,success,2026-08-04,
classical_musicnet_2483__300s,classical_musicnet_2483,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2483__300s.npz,e75ea6c1857d2f6884317d1d63da81b12cf8bcadfe745c85ad11a8c43427c6e7,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2483__300s.npz,cc13b94f7be8373385cf860378ae3480472ae0e5164a617dc0c6bd44407d83a9,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,16,62,70,3,0.042472190951230004,success,2026-08-04,
classical_musicnet_2486__180s,classical_musicnet_2486,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2486__180s.npz,1dfd671787463a87ecc8896841afb918168f0d6ee7c5b639016f62d369912b33,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2486__180s.npz,054a5963fbec3eded52652bd4df03a576321328770f05266748dc090fb8ea815,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,64,23,1,3,0.018446628121182584,success,2026-08-04,
classical_musicnet_2486__300s,classical_musicnet_2486,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2486__300s.npz,3a6e279f5b0a3ed2f1ec1642c55b0b40971297916e454fc8843d795261ef4479,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2486__300s.npz,6567e6248364e27ac3ef4063c4c98cd7713fd8adc12dc4b079934e2373d9d107,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,113,33,2,3,0.01771425254355563,success,2026-08-04,
classical_musicnet_2491__180s,classical_musicnet_2491,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2491__180s.npz,53772909364ffeb5d2dc3dc0ba91e7e1be0a1551a61291a2b175ac9fab388b02,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2491__180s.npz,13ada4f678585cd6375e9967b56e82fe0282f60932c831427263673bca5c1e66,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,27,40,21,3,0.03344210701243355,success,2026-08-04,
classical_musicnet_2491__300s,classical_musicnet_2491,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2491__300s.npz,9b976c4de9c537d035f1111ba05391f78add01c914990ce288808556a6aaf631,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2491__300s.npz,5617b89d3c962248d76ec68574ec260ddfb5726b67b04b6a6c111d8ad24682d7,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,63,59,26,3,0.028869743283166827,success,2026-08-04,
classical_musicnet_2492__180s,classical_musicnet_2492,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2492__180s.npz,01de860f267cffdd00e910334115028bb3276e8a56a1555b7cc8ac8a6ca1f47d,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2492__180s.npz,e6284483a55dfa4f78a1e534f2f12b97556335fd2c03dd3efd709b15750ae35c,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,23,48,17,3,0.03031464680066165,success,2026-08-04,
classical_musicnet_2492__300s,classical_musicnet_2492,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2492__300s.npz,7adbc8580c652087131e029a970da4ecdfdef9604a2a6d4d0b3bb1066cf9d6e0,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2492__300s.npz,362aaac59e9fbfea123bf89504f32a52ee377ca4b4147aa53fa9d41af4254964,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,53,77,18,3,0.028687132741538335,success,2026-08-04,
classical_musicnet_2494__180s,classical_musicnet_2494,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2494__180s.npz,8171e0adba72de4827c4c5c4442d91f5ee7e3bdf205bd4c550ca1afa5f6719b1,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2494__180s.npz,e37d8bc50aed9baec0be14f0d609b8394c2a60a920f9b30129caf907a5b77415,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,17,34,37,3,0.039965038116406504,success,2026-08-04,
classical_musicnet_2494__300s,classical_musicnet_2494,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2494__300s.npz,8ecc1fe92a93b4a5c37683d56c61321005783e3d5c805d212598f1ee37f1b752,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2494__300s.npz,3ba7a45eb459de3dcf7af407f7fdebd3d9063652e63382368f1691f9f1ba606a,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,147,147,0,32,66,49,3,0.038226870977268845,success,2026-08-04,
classical_musicnet_2497__180s,classical_musicnet_2497,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2497__180s.npz,100a749ee41097d6ba0d36d631d0eac5265f1f3cfaaf6f33ff6e96b1d28db955,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2497__180s.npz,6b0daaf78dc5d868690bb7570b7532efbdd9befa6cd32b7f91e8ce223cd7719d,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,30,32,26,3,0.03036125418429947,success,2026-08-04,
classical_musicnet_2497__300s,classical_musicnet_2497,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2497__300s.npz,8a9f0277ed11098a1a08f393fb1e70894683b7b1b9a7c99ca238319938aa0523,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2497__300s.npz,bc7f90f6932f108e3d4e1925bb6e5fafebb73d7920adf0560a6d143a719f97f2,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,145,145,0,53,52,40,3,0.03366302262065801,success,2026-08-04,
classical_musicnet_2505__180s,classical_musicnet_2505,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2505__180s.npz,190a913b8912c6aea2dcc5b9de2dd62a392338c88ad552f33c7ebdfb80637f6d,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2505__180s.npz,3a3f9cf532e6eadfd4509a08427d744ba3baaf1591ef2bf9c820403269849468,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,58,20,10,3,0.018537987931267708,success,2026-08-04,
classical_musicnet_2505__300s,classical_musicnet_2505,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2505__300s.npz,2078e9be85ba41bf62356c86129fd78c36361daa2a240172c8601c663e323aec,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2505__300s.npz,18afce8e7f69b307884def55680dbc9aea388fc5a22e18c2bbef8bfc76556714,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,88,45,15,3,0.02078969554804644,success,2026-08-04,
classical_musicnet_2507__180s,classical_musicnet_2507,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2507__180s.npz,154910ad19d1be46ac89bfaf51cf0b20a983d04be18dd3520cd6413b9c6e3940,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2507__180s.npz,a8c609a657acdecb546133744b9ee992a570275b4ffbbb01718afb1384bb0aa4,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,27,27,34,3,0.0376361554219784,success,2026-08-04,
classical_musicnet_2507__300s,classical_musicnet_2507,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2507__300s.npz,0019b8f786d670afc9213b588a3af906968b43ed4cd89c0221aadbd7dae81417,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2507__300s.npz,7e545e60aecd3f786ef259d745a6208465ddfb2a65e73598530cefedfda3e152,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,107,107,0,29,32,46,3,0.041802760861628485,success,2026-08-04,
classical_musicnet_2509__180s,classical_musicnet_2509,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2509__180s.npz,d79cf79de4362b0c02d7c915a4d5e5a336b9f8c3554951b94090a7ebf07929b7,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2509__180s.npz,e4fd32f7cb351cac011beb6cae869dbefd32cbbe2fd1b5b13340c8bc0fe064b2,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,28,48,12,3,0.028449717874764247,success,2026-08-04,
classical_musicnet_2509__300s,classical_musicnet_2509,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2509__300s.npz,2c704e657f280af9df08773dd16dae5c0a76448737c367f6d7881b571c951a15,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2509__300s.npz,0a08089063ce7a2eb594a9ca133f612050f8c6f92c5777d0eaad5bc6258b852f,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,54,78,16,3,0.02760037970142548,success,2026-08-04,
classical_musicnet_2514__180s,classical_musicnet_2514,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2514__180s.npz,cb4da4ee6d9b46eea0db4e60edfc7d540847b04ab62dfd15ee1635f40bb6d9d9,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2514__180s.npz,64697dda2dcd36cfb9f0bcaadf665984bf4cfe4fbeee89d6300fecf3c7347075,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,72,15,1,3,0.014936830422129788,success,2026-08-04,
classical_musicnet_2514__300s,classical_musicnet_2514,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2514__300s.npz,c6e814c8852c9ad39a0b5d13b95b3b8f326fc4aedd5b48a3e950ed982f28b157,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2514__300s.npz,560748087608e8ba01f56810c7372e3b958e704e31387d6267a9c5ea03f21ec5,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,119,27,2,3,0.01479966167994462,success,2026-08-04,
classical_musicnet_2516__180s,classical_musicnet_2516,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2516__180s.npz,021122bb915f61d664e9d41b929c5b5d159dfb708f69f48ab96956508f4d6133,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2516__180s.npz,6114ba7e1961ec3971a271b21fefe877138117adc2092ebbe5ac0f97c293f529,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,64,20,4,3,0.0192354171340412,success,2026-08-04,
classical_musicnet_2516__300s,classical_musicnet_2516,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2516__300s.npz,c12818db3f832ed6187905e49d448472774e085bf80e51294408cad16ee9f3d8,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2516__300s.npz,831fd44a83aa0f8f2071ad1940bde33c6003e3e041330a7ac68bc4a77e537680,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,104,37,7,3,0.020370034758457223,success,2026-08-04,
classical_musicnet_2521__180s,classical_musicnet_2521,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2521__180s.npz,3693533e1254c9f38fba14faa2c19d38f08724a8bf0db0d4a7a4b26584fbafd9,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2521__180s.npz,25ba9e30c8f339fae44a1652cd2d33e90a5f6a859578b028b0d95470d6647262,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,14,40,34,3,0.04139092985906245,success,2026-08-04,
classical_musicnet_2521__300s,classical_musicnet_2521,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2521__300s.npz,83c397b408eb26daf170ad9e1c737aafd25015497331951f1b3a3966f893ceec,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2521__300s.npz,6d82b63464794df88b33e459ae527e723f5afd53d59d9110536661cdd7b3d576,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,26,69,53,3,0.03886626054622866,success,2026-08-04,
classical_musicnet_2527__180s,classical_musicnet_2527,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2527__180s.npz,377d5c198022c9bd97f7e45f0f0bb1fdb23185d11f2023cb7ad674c8788116e3,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2527__180s.npz,c2b196c17b2395e0bdc90b8c3855f7782b862b9d85242364b0986d6e5921f4ab,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,58,30,0,2,0.021061921382852233,success,2026-08-04,
classical_musicnet_2527__300s,classical_musicnet_2527,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2527__300s.npz,d07a9771afeca6ec40bc34b4003c06b79985b6411d4b50e7083fa1739653b9e7,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2527__300s.npz,c108431512b6e40639e17d3d5536c3ec733ba1a5dad837d358057eedafa0c3d7,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,96,51,1,3,0.020845066675747148,success,2026-08-04,
classical_musicnet_2528__180s,classical_musicnet_2528,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2528__180s.npz,ca3b8ae8f77b636e8ef19b462ae8432d05af9b52fef7f23fc0dfa417ecdf5086,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2528__180s.npz,4fa1f41b1b43dfca481275842f6a261198548566add57a48747baf630fce7673,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,83,5,0,2,0.013281143196991252,success,2026-08-04,
classical_musicnet_2528__300s,classical_musicnet_2528,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2528__300s.npz,10247abd9dc8a60a37e6239c31f2f2c372a220071997606667f3ce599e7df88a,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2528__300s.npz,35b169fa93447d0b9a1012c85daa3aa45e2940afddfbb25e8baa53ca8e505c40,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,141,7,0,2,0.013793730170618801,success,2026-08-04,
classical_musicnet_2529__180s,classical_musicnet_2529,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2529__180s.npz,110a9729286e50f1c6a15ede47f14a9444d6232b6db03af3b5a3a4d94030dd22,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2529__180s.npz,fba49df294449874a39fb605c4215963d43858075400f20785f239b04f484f79,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,40,42,6,3,0.026226771750998523,success,2026-08-04,
classical_musicnet_2529__300s,classical_musicnet_2529,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2529__300s.npz,ab139b3742f0a6dca373d7e68d2f375f880989e45d386ad260262c363df72ea8,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2529__300s.npz,e52393b8acacdf5d12329caba04d7a24804ed2e053f693d11524731e34100ea3,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,136,136,0,67,58,11,3,0.02497686503170371,success,2026-08-04,
classical_musicnet_2530__180s,classical_musicnet_2530,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2530__180s.npz,1f8629e655e47b9f5640ee16c46b7c73d91141a7bbb93116eef86f654750a884,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2530__180s.npz,843e1073d68a58b42453b29cd13fef7cbb61e2033198915eb973e446802205ae,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,24,45,19,3,0.03411797913827286,success,2026-08-04,
classical_musicnet_2530__300s,classical_musicnet_2530,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2530__300s.npz,ca67855cd836124debb33f99431a38ca9bf75fa3f4c9047246e04200f8f39bd0,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2530__300s.npz,fbd308eae719433b75dc76d8533b44a57475664f9a27f41bffdeaadc3d17e828,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,36,84,28,3,0.03500355888195372,success,2026-08-04,
classical_musicnet_2532__180s,classical_musicnet_2532,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2532__180s.npz,7f63665921f7e897ce932d632b043ddf75da95c7109c353fd3346ba46fc0ce67,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2532__180s.npz,b9a0bcade9cbe58752596c7cc658a31fa1a47f8209ac5de320f8b9eea51c8cda,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,34,41,13,3,0.029217542141850572,success,2026-08-04,
classical_musicnet_2532__300s,classical_musicnet_2532,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2532__300s.npz,f06c60b5f226857e9f63043a6c38a9b32aa92e0d8088d7f981288d326b06e011,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2532__300s.npz,07d31ff22f015a3d3aeec1b69f4c4a0c663979331e7773e00a4d467d22061b29,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,44,83,21,3,0.03112237529308004,success,2026-08-04,
classical_musicnet_2533__180s,classical_musicnet_2533,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2533__180s.npz,38c85df6908a0be9db29fd5109964b1c8b075b571c6598d7e3e81f2b0146bfbe,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2533__180s.npz,69595c53b645eb0b5991eef5bc30b6109873bb703d38e38fd84e87a904cb837b,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,25,39,24,3,0.03408169175122566,success,2026-08-04,
classical_musicnet_2533__300s,classical_musicnet_2533,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2533__300s.npz,8c1cbc06db439412c5a0c1fc177efd7cdeab0f5a0a2bda7ec04338ec29dfaf42,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2533__300s.npz,8b16b481035b972060ce3800c249a27b41265ca42053227240c99e299a44497d,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,148,148,0,30,76,42,3,0.035468053518798115,success,2026-08-04,
classical_musicnet_2538__180s,classical_musicnet_2538,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2538__180s.npz,7f89fe8dc1694f796bbaed510c6136be642d1e6d16a17801d31968e939225aa0,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2538__180s.npz,a11f0a6934b841a94f05cba497d82021672551315b0106eb249f717c4f3c342e,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,34,42,12,3,0.028268865515428843,success,2026-08-04,
classical_musicnet_2538__300s,classical_musicnet_2538,classical,discovery,300.0,features/modulation/300s/classical/discovery/classical_musicnet_2538__300s.npz,32596a82249344669f488123721946c80aca230a65064a5530621902f88c5914,features/modulation_tertile/300s/classical/discovery/classical_musicnet_2538__300s.npz,943626514a497aeb021e64d7d7ad4e59ea5235a72c8adabecc12316fd561cb7a,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,104,104,0,43,49,12,3,0.027854939771941645,success,2026-08-04,
classical_musicnet_2555__180s,classical_musicnet_2555,classical,discovery,180.0,features/modulation/180s/classical/discovery/classical_musicnet_2555__180s.npz,d41617734fe2c9e9713ca4954c7097823c07514e02239447fcc536dc16f319a7,features/modulation_tertile/180s/classical/discovery/classical_musicnet_2555__180s.npz,5103bd242681bad93f9156925b13017d02399ed070022f2019914022d3ce91c1,0b4705b1bffe9c58774570835bfeefca496e4f17309cb3a416bbafcd2d86787c,88,88,0,46,32,10,3,0.024292288375136195,success,2026-08-04,
