segment_id,track_id,group,split,scale_seconds,view,state_count,state_coverage,retained_edge_ratio,feature_relative_path,feature_sha256,graph_relative_path,graph_sha256,persistence_relative_path,persistence_sha256,sensitivity_persistence_relative_path,sensitivity_persistence_sha256,sidecar_relative_path,config_sha256,sequence_length,valid_states,valid_transitions,self_transitions,self_transition_ratio,vertex_count,edge_count,edge_density,reciprocity,transition_entropy,path_entropy,path_entropy_normalized,directed_recurrence,directed_recurrence_unbiased,h0_betti_auc,h1_betti_auc,h0_betti_mean,h1_betti_mean,h0_betti_max,h1_betti_max,h0_interval_count,h1_interval_count,h0_observed_persistence,h1_observed_persistence,h0_censored_count,h1_censored_count,status,processed_at,error
classical_musicnet_2119__180s,classical_musicnet_2119,classical,holdout,180.0,modulation_smp_k8,8,0.5,0.16071428571428573,features/modulation_smp_prototype/180s/classical/holdout/classical_musicnet_2119__180s.npz,dd5be3fa9fb2f1ef4c3429bc4aece6973319ce6f6091e1260b43eff85bcee5f0,graphs/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2119__180s.npz,483908c064af2912a759e8c30b8615d8197832ce38a8a447b8459bbee5e65dff,homology/persistence/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2119__180s.npz,8dd0c64140072bb3f1e20a3f6cec4f402885b0852d494ae40032498925de9d3f,homology/persistence_sensitivity/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2119__180s.npz,99b055868eb567cf8178e8a30487dae0dc63e754691f8a1267b7d2a24c07016b,homology/descriptors/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2119__180s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,88,88,87,45,0.5172413793103449,4,9,0.75,0.6666666666666666,0.7984709182142133,0.9085215302242969,0.6553597530977229,0.17532038578411943,0.1657310879443999,1.0499999999999998,0.0,2.5,0.0,4,0,4,0,1.1999999999999997,0.0,1,0,success,2026-08-05,
classical_musicnet_2119__300s,classical_musicnet_2119,classical,holdout,300.0,modulation_smp_k8,8,0.625,0.19642857142857142,features/modulation_smp_prototype/300s/classical/holdout/classical_musicnet_2119__300s.npz,427451c05ab329f42daaff76db72907a3b82058558e7a17faa94b44a7d92d550,graphs/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2119__300s.npz,902f9c551868791e3cd22d3e573fcf5d0ad69817ee23c77d8a9371a42ed0253d,homology/persistence/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2119__300s.npz,480f348859498d888b147d110aa9aef1fa4e212564d519260e5b89cd71a4da9e,homology/persistence_sensitivity/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2119__300s.npz,e5e38a8dade5f8bbf17c3bbc4c76064d334062c6a42a3efc6404e4b05651ed28,homology/descriptors/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2119__300s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,145,145,144,66,0.4583333333333333,5,11,0.55,0.9090909090909091,0.8092823635897148,1.0516425128002556,0.6534222318708526,0.15036651234567902,0.14442501942501942,1.4,0.0,3.3333333333333335,0.0,5,0,5,0,1.5499999999999998,0.0,2,0,success,2026-08-05,
classical_musicnet_2127__180s,classical_musicnet_2127,classical,holdout,180.0,modulation_smp_k8,8,0.625,0.23214285714285715,features/modulation_smp_prototype/180s/classical/holdout/classical_musicnet_2127__180s.npz,e5465d0e4bd0ec1b8159167634a3fbaf229c9ca1e450d02d0e3de8b435b27189,graphs/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2127__180s.npz,616e7697bcbb2d67fe7804a3ebcc9749956e132c102e0a4ce651246dc9257c14,homology/persistence/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2127__180s.npz,6db480032047c1b5bf53f781b0d675667ea773c077541e52f6e9b2ac780d3db2,homology/persistence_sensitivity/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2127__180s.npz,23315b0bafea692702b5f70b0ed666185d0074565bf83dc154df5bc10032809a,homology/descriptors/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2127__180s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,88,88,87,43,0.4942528735632184,5,13,0.65,0.7692307692307693,0.8266523552698294,1.0711666180486634,0.665553240527707,0.12062359624785308,0.11039828922747928,1.2499999999999998,0.0,2.8333333333333335,0.0,4,0,4,0,1.4,0.0,1,0,success,2026-08-05,
classical_musicnet_2127__300s,classical_musicnet_2127,classical,holdout,300.0,modulation_smp_k8,8,0.625,0.25,features/modulation_smp_prototype/300s/classical/holdout/classical_musicnet_2127__300s.npz,39c251ae925e304db7f201e1e19e91f0dfc09496d6db7f3466263e8264608f1b,graphs/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2127__300s.npz,1c31cc1e8594e16bc595525d957c7d07f71fb7505a6c25759729fafc86f2f46f,homology/persistence/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2127__300s.npz,7a2cb6a2c9161590e9dedb1eb2ee4004a61af6931bf5e4c29c5b5e9c2e025642,homology/persistence_sensitivity/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2127__300s.npz,01b31f3cd1b15c557248dbef20d1fedf7132574d970fa9a4994420319d377a53,homology/descriptors/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2127__300s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,148,148,147,73,0.4965986394557823,5,14,0.7,0.7142857142857143,0.8133141256299867,1.0681406867205934,0.6636731236839988,0.119533527696793,0.11350293542074363,1.4499999999999997,0.0,3.3333333333333335,0.0,5,0,5,0,1.65,0.0,1,0,success,2026-08-05,
classical_musicnet_2131__180s,classical_musicnet_2131,classical,holdout,180.0,modulation_smp_k8,8,0.625,0.26785714285714285,features/modulation_smp_prototype/180s/classical/holdout/classical_musicnet_2131__180s.npz,7bb24920726325bd3662a4aca2251d95d023eac3861b31be87ac7ac2f6274a75,graphs/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2131__180s.npz,48ee3eda473b032b97b5d9d081088946d561807e96559d82c55930965609bbd1,homology/persistence/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2131__180s.npz,4e8f5ddc446c342b21d5c0b880d3239e9e17deadc2aed81909baaadae007a8c3,homology/persistence_sensitivity/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2131__180s.npz,4c7378216cf2f2c5d900ee8fd3eada4572aa51997c3ddf49c5b3d45fd125c9d0,homology/descriptors/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2131__180s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,88,88,87,37,0.42528735632183906,5,15,0.75,0.9333333333333333,0.8893945346211991,1.2261298520971404,0.7618373114143633,0.09129343374289867,0.08072707832130446,1.7499999999999996,0.0,3.8333333333333335,0.0,5,0,5,0,1.9499999999999997,0.0,1,0,success,2026-08-05,
classical_musicnet_2131__300s,classical_musicnet_2131,classical,holdout,300.0,modulation_smp_k8,8,0.625,0.32142857142857145,features/modulation_smp_prototype/300s/classical/holdout/classical_musicnet_2131__300s.npz,e9e1fd87d78297eab6e8a97822e2c4cf643af8a2d5fdf4f917bd8497dc5e8962,graphs/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2131__300s.npz,d9e57ba1427da01d9b4633a75775d353a11b3c8739e47964aa8238171d762118,homology/persistence/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2131__300s.npz,c02d03d36483ab2c0a91d7f3a60599c306af63a241c28e2b76241db4ea601833,homology/persistence_sensitivity/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2131__300s.npz,1a20a7618d83f8536c3e59c9f2d07ab96610a339b393506035e46d4c18225b79,homology/descriptors/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2131__300s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,135,135,134,52,0.3880597014925373,5,18,0.9,1.0,0.868444416383846,1.2810329358959718,0.795950515393631,0.0881042548451771,0.08124789585905061,2.0999999999999996,0.0,4.666666666666667,0.0,5,0,5,0,2.15,0.0,4,0,success,2026-08-05,
classical_musicnet_2138__180s,classical_musicnet_2138,classical,holdout,180.0,modulation_smp_k8,8,0.5,0.14285714285714285,features/modulation_smp_prototype/180s/classical/holdout/classical_musicnet_2138__180s.npz,d9d7eb5df11867e4462f6c41d4544071e6b18a5a5ebc28063931f7c515811eca,graphs/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2138__180s.npz,bdd36e4679d253dc8975b1244047f23ff6c177cd140152150ca9b4b7938e372d,homology/persistence/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2138__180s.npz,d3ee0408f51b53719c87c9b35eed8672ee6f271d9942ebcc93e9a8bf212a8527,homology/persistence_sensitivity/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2138__180s.npz,d847824fc92be156b87c3a2a7bfb74ffdc669df9fb555d41f51a09a21281b1b8,homology/descriptors/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2138__180s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,88,88,87,46,0.5287356321839081,4,8,0.6666666666666666,0.75,0.7769263664625405,0.8918623905322761,0.6433427239881454,0.204386312590831,0.19513499064421277,0.8499999999999999,0.0,2.0,0.0,3,0,3,0,0.9499999999999998,0.0,1,0,success,2026-08-05,
classical_musicnet_2138__300s,classical_musicnet_2138,classical,holdout,300.0,modulation_smp_k8,8,0.75,0.30357142857142855,features/modulation_smp_prototype/300s/classical/holdout/classical_musicnet_2138__300s.npz,c8b2f59fa651efdcc59f288b17fcd5ccfe968dba7639b788bbda60ef2a8cc8fa,graphs/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2138__300s.npz,979bcddd26eee93cc6f9ce4c1bfa920aa6713a1d4d633871d90e70583f142c6e,homology/persistence/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2138__300s.npz,f4efee0ca3431b5182925f01b91329c824804b7ae1665a08ad6d98025c061cb4,homology/persistence_sensitivity/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2138__300s.npz,51eb4b822daf5e4ce576e97db18122bb62c1c8b1ef1af06978be016246fb7357,homology/descriptors/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2138__300s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,148,148,147,69,0.46938775510204084,6,17,0.5666666666666667,0.7058823529411765,0.7258443169851236,1.0457431330407243,0.5836403551930229,0.1759914850293859,0.17034759109123102,1.9,0.0,4.166666666666667,0.0,5,0,5,0,2.05,0.0,2,0,success,2026-08-05,
classical_musicnet_2140__180s,classical_musicnet_2140,classical,holdout,180.0,modulation_smp_k8,8,0.5,0.14285714285714285,features/modulation_smp_prototype/180s/classical/holdout/classical_musicnet_2140__180s.npz,fa94b5d64f47cfa674711a5ac6bf21f831fb012298b5571d104bfb27c6fba272,graphs/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2140__180s.npz,69a396a7a92f935a7731ee9285cc7903a8ebb2495fa9fdc11c38da42b22a01e2,homology/persistence/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2140__180s.npz,48850a4cc3f38f3a6cecff7d21e2c726f1f4d8d2189034ea235fa40f931d2e05,homology/persistence_sensitivity/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2140__180s.npz,2cca8303b41a76f0661fe31fb5ac0c3e4682ffb510527ff7cf1ebb8b8ee1bb45,homology/descriptors/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2140__180s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,88,88,87,33,0.3793103448275862,4,8,0.6666666666666666,0.75,0.8083347312368843,0.939797528502408,0.6779206169050642,0.1766415642753336,0.16706762897620958,0.8749999999999998,0.0,2.0,0.0,3,0,3,0,0.9499999999999998,0.0,1,0,success,2026-08-05,
classical_musicnet_2140__300s,classical_musicnet_2140,classical,holdout,300.0,modulation_smp_k8,8,0.5,0.17857142857142858,features/modulation_smp_prototype/300s/classical/holdout/classical_musicnet_2140__300s.npz,d63b0e35152427eace015130b245557ecbb8b1785b166f8ee5d35ab72f66b4e2,graphs/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2140__300s.npz,e1b90a9ab98825c523db3bec131575d375e48a4e889a6fdc5eea6a632658d94a,homology/persistence/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2140__300s.npz,a2b401064db2ce531137223f8db9bbb19cabd7ae2feb6865ea7f40bff82a872e,homology/persistence_sensitivity/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2140__300s.npz,b3383ef792dc71d688a1ea428dc00a8c790426e3b6a836adceb3fd204effad14,homology/descriptors/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2140__300s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,148,148,147,58,0.3945578231292517,4,10,0.8333333333333334,0.8,0.8070939581951331,0.9999860900930359,0.7213374865675836,0.15396362626683327,0.14816885658372939,1.275,0.0,2.8333333333333335,0.0,4,0,4,0,1.4,0.0,1,0,success,2026-08-05,
classical_musicnet_2147__180s,classical_musicnet_2147,classical,holdout,180.0,modulation_smp_k8,8,0.5,0.17857142857142858,features/modulation_smp_prototype/180s/classical/holdout/classical_musicnet_2147__180s.npz,6e40987b564ce79aedd52d54644afb2dc35eb7449ffae7f31ed8675c5cdafa17,graphs/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2147__180s.npz,df5797c91bdaf60e971db90cfffb883e2b061dc116fe9af3d418f291a7986edc,homology/persistence/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2147__180s.npz,436ec3b27cb524c05651acb8576cf3a26aea71618d0089cb07b81e58976a3fcc,homology/persistence_sensitivity/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2147__180s.npz,33a1b45599800cf3f591ec5ce057cb71046bde9c5bbe76659a43a50777813603,homology/descriptors/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2147__180s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,88,88,87,37,0.42528735632183906,4,10,0.8333333333333334,1.0,0.8992882915649857,1.1522668907303701,0.831184864518625,0.11454617518826793,0.10425020048115477,1.45,0.0,3.1666666666666665,0.0,4,0,4,0,1.5999999999999999,0.0,1,0,success,2026-08-05,
classical_musicnet_2147__300s,classical_musicnet_2147,classical,holdout,300.0,modulation_smp_k8,8,0.625,0.21428571428571427,features/modulation_smp_prototype/300s/classical/holdout/classical_musicnet_2147__300s.npz,9d9f67a4ae46b41f427c17dafbce06af0a8575c54b285801b8305a0b1487eaf3,graphs/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2147__300s.npz,d344baa05198edcf3f6cf6aef9f637984a8c4318a26e14855e09721aeb6a8077,homology/persistence/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2147__300s.npz,66da7274398f4474177c3077e9807228611430deb6c0cb7d0d59e2389955f0aa,homology/persistence_sensitivity/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2147__300s.npz,380485353e8596ddce2e860b0ed22252281c32828441facd6437529dc11b3097,homology/descriptors/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2147__300s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,148,148,147,60,0.40816326530612246,5,12,0.6,0.8333333333333334,0.8597017365352316,1.143437865158036,0.7104578911209505,0.11481327224767458,0.10875034945485043,1.2999999999999998,0.0,3.0,0.0,4,0,4,0,1.4,0.0,2,0,success,2026-08-05,
classical_musicnet_2148__180s,classical_musicnet_2148,classical,holdout,180.0,modulation_smp_k8,8,0.625,0.21428571428571427,features/modulation_smp_prototype/180s/classical/holdout/classical_musicnet_2148__180s.npz,53d575bad768983f495ce8a487375141ff5ec3f8099faf9be027663eb53e4ef6,graphs/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2148__180s.npz,29d22d924627f298e9d5614e91e505070b90eac4a19bca88af1b0a78e84392b0,homology/persistence/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2148__180s.npz,caab2a983e5287753658d7cb7abfda38d100e5898e29eb9b353eec766faea545,homology/persistence_sensitivity/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2148__180s.npz,47372eb889a1f5dd1a52b3c8b5181239cbcd69f410214d5e14f9f9981828c09e,homology/descriptors/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2148__180s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,88,88,87,39,0.4482758620689655,5,12,0.6,0.8333333333333334,0.8755292603675853,1.1233027365654065,0.6979472323144997,0.1111111111111111,0.10077519379844961,1.2499999999999998,0.0,2.8333333333333335,0.0,4,0,4,0,1.4,0.0,1,0,success,2026-08-05,
classical_musicnet_2148__300s,classical_musicnet_2148,classical,holdout,300.0,modulation_smp_k8,8,0.625,0.23214285714285715,features/modulation_smp_prototype/300s/classical/holdout/classical_musicnet_2148__300s.npz,761ded7eca58ed42760d216b43384bdd5e2b5803f8dd792fbbe7893e1b997e51,graphs/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2148__300s.npz,c6b632e97130286b83873bc3035857029effc8465a861642c734c149ca08122c,homology/persistence/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2148__300s.npz,96f28ab72ef1e22ea67709c07672a69d615df51eae3cbee08aeed5875a35d2f5,homology/persistence_sensitivity/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2148__300s.npz,c9bf5b4ae201f9cebf6d2023bac37406be9fe42dfdff833dd6d33e5493751846,homology/descriptors/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2148__300s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,148,148,147,73,0.4965986394557823,5,13,0.65,0.7692307692307693,0.8699553940952779,1.1261986386690268,0.6997465574585437,0.10565042343468,0.09952474140341068,1.2999999999999998,0.0,3.0,0.0,4,0,4,0,1.4,0.0,2,0,success,2026-08-05,
classical_musicnet_2149__180s,classical_musicnet_2149,classical,holdout,180.0,modulation_smp_k8,8,0.625,0.25,features/modulation_smp_prototype/180s/classical/holdout/classical_musicnet_2149__180s.npz,0c82b3488cc91abfc1ade2c99b66c1732d2654bf855505558fa0001afde8266a,graphs/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2149__180s.npz,b2ef1a2343fb0e466ddeff54b2395cad09762d83ae0d4ffbe5683e5ad528e0bb,homology/persistence/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2149__180s.npz,4916a60d880da98a2c36c6bf8138bcd45d4552945745b04e8d5cc2f4ea1a6dc2,homology/persistence_sensitivity/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2149__180s.npz,805b696bd2df752a196ba84b76a3f35849e14e0b9d2423b2e07e5d7c838228c6,homology/descriptors/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2149__180s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,88,88,87,35,0.40229885057471265,5,14,0.7,1.0,0.8696692550744611,1.2081818412684504,0.750685585280644,0.1005416831813978,0.0900828655439722,1.7499999999999996,0.0,3.8333333333333335,0.0,5,0,5,0,1.9499999999999997,0.0,1,0,success,2026-08-05,
classical_musicnet_2149__300s,classical_musicnet_2149,classical,holdout,300.0,modulation_smp_k8,8,0.625,0.26785714285714285,features/modulation_smp_prototype/300s/classical/holdout/classical_musicnet_2149__300s.npz,8fcb0a029e32fb49da42f7d7ed778aec42f438330ff90c8a3cc9a487590585b7,graphs/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2149__300s.npz,9e34fda2d777372f87913d681f2bcf929cd9105d7e197e49cc329993edd117aa,homology/persistence/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2149__300s.npz,8e4943619f02883cbfbe034c0318d0004b81ddb5a76999f778d3a107a475bb8b,homology/persistence_sensitivity/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2149__300s.npz,372899bd3598d997898b6fa689b9168fb17af969fa2ae4d7b877214a4733d5df,homology/descriptors/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2149__300s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,148,148,147,61,0.41496598639455784,5,15,0.75,0.9333333333333333,0.8484779260298159,1.2239517821219292,0.7604840004488492,0.09907908741727983,0.09290839623520641,1.3499999999999999,0.0,3.0,0.0,4,0,4,0,1.4999999999999998,0.0,1,0,success,2026-08-05,
classical_musicnet_2150__180s,classical_musicnet_2150,classical,holdout,180.0,modulation_smp_k8,8,0.625,0.19642857142857142,features/modulation_smp_prototype/180s/classical/holdout/classical_musicnet_2150__180s.npz,ef35a23af5bbd3d439d67933beb93e31c00e4c53a6ef73a2e9426a651cdbee0e,graphs/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2150__180s.npz,b554c0659c28e236dcf80ef55c0ffa6fff77f1875a6e465c3f8f5b4dee14500c,homology/persistence/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2150__180s.npz,b33b40e8572910199f167c09f6e9534a6e7829283768751da95aa50e59c7dfa9,homology/persistence_sensitivity/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2150__180s.npz,67ccd3e8f9f022a816a39dce22316a8f4468e5878f67e80cf8115b9595c7dc54,homology/descriptors/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2150__180s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,88,88,87,44,0.5057471264367817,5,11,0.55,0.9090909090909091,0.8043496747479096,0.9950765398974115,0.6182758167989632,0.15920200819130664,0.14942528735632185,1.45,0.0,3.1666666666666665,0.0,4,0,4,0,1.5999999999999999,0.0,1,0,success,2026-08-05,
classical_musicnet_2150__300s,classical_musicnet_2150,classical,holdout,300.0,modulation_smp_k8,8,0.625,0.21428571428571427,features/modulation_smp_prototype/300s/classical/holdout/classical_musicnet_2150__300s.npz,e63e13f28e0855a1179ec90f78fcbab7217e604531fee60aefd17e6253e3ecd5,graphs/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2150__300s.npz,01803085890ccd567dfab8f163aafaae66cef4dd9a5d5f0e75ff564674092911,homology/persistence/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2150__300s.npz,4468cf466522428723809bc89ec0aa70b8826c7d7929261ce6bd71c71dd5d62c,homology/persistence_sensitivity/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2150__300s.npz,041a2c6b21fce01411e00bd05a50d97dc1fbb6390dbcb9d3cf5703dd15ddb5bc,homology/descriptors/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2150__300s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,148,148,147,71,0.48299319727891155,5,12,0.6,0.8333333333333334,0.7614538251424554,1.0119566894679481,0.628764043427729,0.15877643574436578,0.15301463050973815,1.25,0.0,2.8333333333333335,0.0,4,0,4,0,1.4,0.0,1,0,success,2026-08-05,
classical_musicnet_2151__180s,classical_musicnet_2151,classical,holdout,180.0,modulation_smp_k8,8,0.5,0.17857142857142858,features/modulation_smp_prototype/180s/classical/holdout/classical_musicnet_2151__180s.npz,5aa40f8b7a6bebbbeecc988d53458a52306519bc7f6e6db66786b179c8cbbfff,graphs/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2151__180s.npz,499c195fbbec9e976217aeb0911c585a68eb0ac7e51f9ca99c4c49827d9ad3d2,homology/persistence/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2151__180s.npz,c7a4cb72ed386426fac2773af8f9866d9b97803a3ad5163e516c308a01b2941e,homology/persistence_sensitivity/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2151__180s.npz,2a0a26f5acc6337eca0ce49ee9413b0497d1f4a752211bfa34bddd614c69fad9,homology/descriptors/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2151__180s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,88,88,87,31,0.3563218390804598,4,10,0.8333333333333334,1.0,0.9207899808761448,1.1485191699869404,0.8284814554530336,0.09974897608666931,0.08928094092488639,1.25,0.0,2.8333333333333335,0.0,4,0,4,0,1.4,0.0,1,0,success,2026-08-05,
classical_musicnet_2151__300s,classical_musicnet_2151,classical,holdout,300.0,modulation_smp_k8,8,0.625,0.19642857142857142,features/modulation_smp_prototype/300s/classical/holdout/classical_musicnet_2151__300s.npz,1d42f356234df664f85404af2192e8162b89c86f11729cf9b8712431ddc3b574,graphs/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2151__300s.npz,2dc2ef2b88ca9efd12b3f3c9cd5cf420f66f75ecc527d712b57d8e5659910860,homology/persistence/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2151__300s.npz,b8208e05bf2d3f888fb7775e4742df3050e4e4df7f3bf1c91c00a08eba2fde8c,homology/persistence_sensitivity/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2151__300s.npz,6c5901b0f673a568d5bc3e45ae0a1d45cb2fd8e5f26c01c89e3213745c18ee15,homology/descriptors/modulation_smp_prototype/k8/300s/classical/holdout/classical_musicnet_2151__300s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,148,148,147,58,0.3945578231292517,5,11,0.55,0.9090909090909091,0.90315343458158,1.1492539680159144,0.7140716390095424,0.09981951964459253,0.09365389991613084,1.5999999999999996,0.0,3.6666666666666665,0.0,5,0,5,0,1.75,0.0,2,0,success,2026-08-05,
classical_musicnet_2154__180s,classical_musicnet_2154,classical,holdout,180.0,modulation_smp_k8,8,0.625,0.17857142857142858,features/modulation_smp_prototype/180s/classical/holdout/classical_musicnet_2154__180s.npz,3714ff65562a20669ade78d78ab37324b33afc9c9127d07788b71073572f7e68,graphs/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2154__180s.npz,ad76301d52bb80ff8e2fef916ea7e0a91549577d2a167d306a8717920a8f5843,homology/persistence/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2154__180s.npz,26035b32c7a3e5db9b92f6084868799535a52bd2cee0aa8a2681cad07fd263e8,homology/persistence_sensitivity/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2154__180s.npz,aed7ec2ed37bd4793bfe8280bbd598e39372b104a776520d1ec26dfe20caf6f2,homology/descriptors/modulation_smp_prototype/k8/180s/classical/holdout/classical_musicnet_2154__180s.json,7c885e3bfa99504a7a1cbf792ce4136530aa7a0c465d63445259456e286e66d6,88,88,87,34,0.39080459770114945,5,10,0.5,0.8,0.9286270243669975,1.1522859905633096,0.7159555405406115,0.09869203329369798,0.08821170809943865,1.7999999999999998,0.0,4.0,0.0,5,0,5,0,1.9499999999999997,0.0,2,0,success,2026-08-05,
